school_code,udise_code,hss_code,vhse_code,name,type,level,established_year,address,pin_code,district,sub_district,education_district,assembly_constituency,parliament_constituency,latitude,longitude,is_coastal_area,is_hilly_area,principal_name,head_master_name,description,source_url,hse_start_year
25802,32081000114.0,,,G. L. P. S.Chendamangalam,Government,1 - 4,1961.0,Chendamangalam,683512,Ernakulam,North Paravur,Aluva,Paravur,Ernakulam,10.170493,76.23425299999998,True,True,,RADHIKA NAIR,"G. L. P. S.Chendamangalam is a Government educational institution established in 1961. Situated in the district of Ernakulam, it offers classes for levels 1 - 4. The campus spans across 86.5 cent and features 14 classrooms. Students have access to excellent facilities including a Computer Lab.",https://sametham.kite.kerala.gov.in/25802,
16344,32040900407.0,,,ARIKKULAM UPS,Aided,1 - 7,1905.0,ARIKKULAM,673620,Kozhikode,Koyilandy,Vatakara,Perambra,Vadakara,11.488697,75.715187,True,True,,SABITHA V,"ARIKKULAM UPS is a Aided educational institution established in 1905. Situated in the district of Kozhikode, it offers classes for levels 1 - 7. The campus spans across 1 and features 14 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab and a Playground.",https://sametham.kite.kerala.gov.in/16344,
24294,32070304309.0,,,Insight SpecialSchool andVocational TrainingCentre,Unaided Recognised,1-8,2022.0,GURUVAYOOR,680505,Thrissur,Chavakkad,Chavakkad,Guruvayoor,Thrissur,,,True,True,,FARITHA HAMZA,"Insight SpecialSchool andVocational TrainingCentre is a Unaided Recognised educational institution established in 2022. Situated in the district of Thrissur, it offers classes for levels 1-8.",https://sametham.kite.kerala.gov.in/24294,
29029,32090700205.0,6078.0,,St. George`s H SKallanickal,Aided,8 - 12,1966.0,Kallanickal,685585,Idukki,Thodupuzha,Thodupuzha,Thodupuzha,Idukki,,,False,False,Febin D Savio Francis,SHINY THOMAS,"St. George`s H SKallanickal is a Aided educational institution established in 1966. Situated in the district of Idukki, it offers classes for levels 8 - 12. The campus spans across 2.5 acre and features 23 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and an Auditorium.",https://sametham.kite.kerala.gov.in/29029,2014.0
31520,32101000505.0,,,St.Michaels L.P.SKuruvinal,Aided,1 - 4,1917.0,kuruvinal,686573,Kottayam,Pala,Pala,Pala,Kottayam,9.704630000000002,76.648798,True,True,,LIGY LORANCE,"St.Michaels L.P.SKuruvinal is a Aided educational institution established in 1917. Situated in the district of Kottayam, it offers classes for levels 1 - 4. The campus spans across 0.6175 and features 4 classrooms. Students have access to excellent facilities including a Computer Lab, a Playground and an Auditorium.",https://sametham.kite.kerala.gov.in/31520,
17055,32040501303.0,,,C. M. C. Boys. H. S.Elathur,Aided,5 - 10,1932.0,Elathur,673303,Kozhikode,Chevayur,Kozhikode,Elathur,Kozhikode,11.345304,75.73968399999998,True,True,,JAYANTHI K,"C. M. C. Boys. H. S.Elathur is a Aided educational institution established in 1932. Situated in the district of Kozhikode, it offers classes for levels 5 - 10. The campus spans across 1.68 and features 19 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/17055,
38520,32120800518.0,,,N.M.L.P.SMannamaruthy,Aided,1 - 4,1917.0,CHETHACKAL,689677,Pathanamthitta,Ranni,Pathanamthitta,Ranni,Pathanamthitta *,9.420524,76.800844,True,True,,BINU C VARUGHESE,"N.M.L.P.SMannamaruthy is a Aided educational institution established in 1917. Situated in the district of Pathanamthitta, it offers classes for levels 1 - 4. The campus spans across 0.5 and features 4 classrooms. Students have access to excellent facilities including a Playground.",https://sametham.kite.kerala.gov.in/38520,
30025,32090600706.0,6007.0,,CPM GHSS Peermedu,Government,5 - 12,1936.0,Peermade,685531,Idukki,Peermedu,Kattappana,Peerumade,Idukki,9.570625,77.000011,False,True,Madhu K,SURESH K,"CPM GHSS Peermedu is a Government educational institution established in 1936. Situated in the district of Idukki, it offers classes for levels 5 - 12. The campus spans across 2 Acre 35 cent and features 12 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/30025,1997.0
37602,32120601503.0,,,Govt: S. V. L. P. S.Kanjeettukara,Government,1 - 4,1927.0,KANJEETTUKARA,689612,Pathanamthitta,Vennikulam,Tiruvalla,Ranni,Pathanamthitta *,9.373247,76.72922,True,True,,SASIKALA T S,"Govt: S. V. L. P. S.Kanjeettukara is a Government educational institution established in 1927. Situated in the district of Pathanamthitta, it offers classes for levels 1 - 4. The campus spans across 20 cent and features 4 classrooms. Students have access to excellent facilities including a Computer Lab and an Auditorium.",https://sametham.kite.kerala.gov.in/37602,
29070,32090100302.0,,,GHS MUNIYARA,Government,1 -10,2011.0,MUNIYARA,685571,Idukki,Adimaly,Thodupuzha,Idukki,Idukki,,,True,True,,JAMES P M,"GHS MUNIYARA is a Government educational institution established in 2011. Situated in the district of Idukki, it offers classes for levels 1 -10. The campus spans across 1.5 and features 12 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/29070,
20328,32060300607.0,,,A. L. P. S.Pulappatta West,Aided,1 - 4,1930.0,SREEKRISHNAPURAM ROAD,678632,Palakkad,Cherpulassery,Mannarkkad,Ottappalam,Palakkad,10.904335,76.48143,True,True,,Jothi M B,"A. L. P. S.Pulappatta West is a Aided educational institution established in 1930. Situated in the district of Palakkad, it offers classes for levels 1 - 4. The campus spans across 1.42acres and features 4 classrooms. Students have access to excellent facilities including a Playground.",https://sametham.kite.kerala.gov.in/20328,
24252,32070303101.0,,,G. F. U. P. SBlangad,Government,1 - 7,1920.0,Beach Road,680506,Thrissur,Chavakkad,Chavakkad,Guruvayoor,Thrissur,10.57636,76.018393,True,True,,VIJI.C.D,"G. F. U. P. SBlangad is a Government educational institution established in 1920. Situated in the district of Thrissur, it offers classes for levels 1 - 7. The campus spans across 53Cent and features 13 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab and an Auditorium.",https://sametham.kite.kerala.gov.in/24252,
25463,32080201003.0,,,B. S. U. P. S.Kalady,Aided,5 -7,1936.0,kalady,683574,Ernakulam,Angamaly,Aluva,Angamaly,Chalakudy *,10.16697,76.44365899999998,True,True,,SUMADEVI C P,"B. S. U. P. S.Kalady is a Aided educational institution established in 1936. Situated in the district of Ernakulam, it offers classes for levels 5 -7. The campus spans across 2.5 acre and features 14 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/25463,
23058,32070802001.0,8062.0,,ST. ANTONY`S H S SPUDUKKAD,Aided,5 - 12,1917.0,Pudukad,680301,Thrissur,Irinjalakuda,Irinjalakuda,Pudukkad,Thrissur,10.421255,76.26791199999998,False,False,begenePrince,EUGENE PRINCE M,"ST. ANTONY`S H S SPUDUKKAD is a Aided educational institution established in 1917. Situated in the district of Thrissur, it offers classes for levels 5 - 12. The campus spans across 0.63 and features 54 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/23058,1998.0
13776,32021001807.0,,,VELLAD ST SEB UPS,Unaided Recognised,1 - 7,1973.0,vellad,670571,Kannur,Thalparamba North,Thaliparamba,Irikkur,Kannur,,,True,True,,Mrs.Shanty Mathew,"VELLAD ST SEB UPS is a Unaided Recognised educational institution established in 1973. Situated in the district of Kannur, it offers classes for levels 1 - 7. The campus spans across 2 Acre and features 7 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/13776,
13052,32021002209.0,13162.0,,NADUVIL H S,Aided,5 - 12,1966.0,Naduvil,670582,Kannur,Thalparamba North,Thaliparamba,Irikkur,Kannur,12.1241,75.473978,False,True,Damodaran K P,Latheesh K K,"NADUVIL H S is a Aided educational institution established in 1966. Situated in the district of Kannur, it offers classes for levels 5 - 12. The campus spans across 1.88 and features 26 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and an Auditorium.",https://sametham.kite.kerala.gov.in/13052,2010.0
20409,32061200205.0,,,A. M. L. P. S.Ezhuvanthala East,Aided,1 - 4,1912.0,EZHUVANTHALA,679335,Palakkad,Shornur,Ottapalam,Shoranur,Palakkad,10.869507,76.25425699999998,True,True,,BABY SAJI V K,"A. M. L. P. S.Ezhuvanthala East is a Aided educational institution established in 1912. Situated in the district of Palakkad, it offers classes for levels 1 - 4. The campus spans across 50 cent and features 4 classrooms. Students have access to excellent facilities including a Computer Lab.",https://sametham.kite.kerala.gov.in/20409,
25073,32080100902.0,7162.0,,Govt. H. S. S. SouthVazhakulam,Government,5 - 12,1910.0,"S.VAZHAKULAM ,AM ROAD",683105,Ernakulam,Aluva,Aluva,Kunnathunad,Chalakudy *,10.087941,76.41614199999998,False,False,annie mathew kandathil,Sonia Xavier,"Govt. H. S. S. SouthVazhakulam is a Government educational institution established in 1910. Situated in the district of Ernakulam, it offers classes for levels 5 - 12. The campus spans across 1-ACRE 63-CENT and features 35 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/25073,2004.0
25838,32081000115.0,,,D. P. S. L. P. S.Pazhampillythuruth,Aided,1 - 4,1927.0,PAZHAMPILLITHURUTH,683512,Ernakulam,North Paravur,Aluva,Paravur,Ernakulam,10.177416,76.24060799999998,True,True,,SUDHA.T,"D. P. S. L. P. S.Pazhampillythuruth is a Aided educational institution established in 1927. Situated in the district of Ernakulam, it offers classes for levels 1 - 4. The campus spans across 50Cent and features 4 classrooms.",https://sametham.kite.kerala.gov.in/25838,
14251,32020300801.0,,,Oniyan West UPS,Aided,1 - 7,1919.0,KOTIYERI,670103,Kannur,Thalassery South,Thalassery,Thalassery,Vadakara,11.748968,75.533489,True,True,,Sreeja. P (Teacher incharge),"Oniyan West UPS is a Aided educational institution established in 1919. Situated in the district of Kannur, it offers classes for levels 1 - 7. The campus spans across 1 and features 8 classrooms. Students have access to excellent facilities including a Science Lab and a Playground.",https://sametham.kite.kerala.gov.in/14251,
24281,32070300709.0,,,"Little FlowerEnglish Medium LPSchool, Mammiyoor",Unaided Recognised,1 - 4,1962.0,Mammiyoor,680101,Thrissur,Chavakkad,Chavakkad,Guruvayoor,Thrissur,,,True,True,,SR.MERITTA,"Little FlowerEnglish Medium LPSchool, Mammiyoor is a Unaided Recognised educational institution established in 1962. Situated in the district of Thrissur, it offers classes for levels 1 - 4. The campus spans across ohectre and features 8 classrooms. Students have access to excellent facilities including a Computer Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/24281,
22065,32071800101.0,8128.0,,G. H. S. S. Anchery,Government,1 - 12,1915.0,ANCHERY CHIRA ROAD,680006,Thrissur,Thrissur East,Thrissur,Ollur,Thrissur,10.5054,76.240582,False,False,SHERLY K C,SUNITHA P K,"G. H. S. S. Anchery is a Government educational institution established in 1915. Situated in the district of Thrissur, it offers classes for levels 1 - 12. The campus spans across 3 and features 38 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab and a Multi Media Room.",https://sametham.kite.kerala.gov.in/22065,2004.0
23046,32070904102.0,8057.0,,ST. ANTONY`S H S SMALA,Aided,5 - 12,1917.0,MALA,680732,Thrissur,Mala,Irinjalakuda,Kodungallur,Chalakudy *,10.243601,76.262747,False,False,Lilly V A,REENA K P,"ST. ANTONY`S H S SMALA is a Aided educational institution established in 1917. Situated in the district of Thrissur, it offers classes for levels 5 - 12. The campus spans across 2.5 and features 32 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/23046,1998.0
29360,32090800204.0,,,S. J. L. P. SchoolUdumbannoor,Aided,1 - 4,1934.0,UDUMBANNOOR,685595,Idukki,Thodupuzha,Thodupuzha,Thodupuzha,Idukki,9.90669,76.81999,True,True,,BIJU ISSAC,"S. J. L. P. SchoolUdumbannoor is a Aided educational institution established in 1934. Situated in the district of Idukki, it offers classes for levels 1 - 4. The campus spans across .5 and features 6 classrooms. Students have access to excellent facilities including a Computer Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/29360,
24321,32070503601.0,,,C. M.S. L. P. SKunnamkulam,Aided,1 - 4,1886.0,KUNNAMKULAM,680503,Thrissur,Kunnamkulam,Chavakkad,Kunnamkulam,Alathur (SC) *,10.643658,76.065313,True,True,,MANJU MATHEW P,"C. M.S. L. P. SKunnamkulam is a Aided educational institution established in 1886. Situated in the district of Thrissur, it offers classes for levels 1 - 4. The campus spans across 50 and features 4 classrooms.",https://sametham.kite.kerala.gov.in/24321,
11469,32010300313.0,,,P.T.M.A.U.P SchoolBadira,Aided,1 - 7,1976.0,BADIRA,671123,Kasaragod,Kasaragod,Kasaragod,Kasaragod,Kasaragod,12.507076,75.016092,True,True,,ROSHNI KRISHNAN,"P.T.M.A.U.P SchoolBadira is a Aided educational institution established in 1976. Situated in the district of Kasaragod, it offers classes for levels 1 - 7. The campus spans across 3 and features 34 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/11469,
46042,32110800503.0,,903011.0,A T G V H S Moncompu,Government,6-12,1938.0,MONCOMPU,688502,Alappuzha,Moncompu,Kuttanadu,Kuttanad,Mavelikkara (SC),9.442669,76.42118499999998,True,True,,USHA S,"A T G V H S Moncompu is a Government educational institution established in 1938. Situated in the district of Alappuzha, it offers classes for levels 6-12. The campus spans across 2.53 and features 5 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and an Auditorium.",https://sametham.kite.kerala.gov.in/46042,
20452,32061200706.0,,,K. C. M. U. P. S.Kuruvattur,Aided,1 - 7,1925.0,kuruvattur,679336,Palakkad,Shornur,Ottapalam,Pattambi,Palakkad,10.826774,76.25826999999998,True,True,,SHEENA V M,"K. C. M. U. P. S.Kuruvattur is a Aided educational institution established in 1925. Situated in the district of Palakkad, it offers classes for levels 1 - 7. The campus spans across 3.38 and features 18 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/20452,
37035,32120700210.0,,,C. M. S. H. S.Punnaveli,Aided,5 - 10,1920.0,Punnavely,689589,Pathanamthitta,Mallappally,Tiruvalla,Thiruvalla,Pathanamthitta *,9.473668,76.684725,True,True,,JUBY K THOPPIL,"C. M. S. H. S.Punnaveli is a Aided educational institution established in 1920. Situated in the district of Pathanamthitta, it offers classes for levels 5 - 10. The campus spans across 2.8 and features 15 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/37035,
16642,32041200309.0,,,VELLIYODE LPS,Aided,1 - 4,1853.0,BHOOMIVATHUKKAL,673517,Kozhikode,Nadapuram,Vatakara,Nadapuram,Vadakara,11.729305,75.675172,True,True,,SUNESH T,"VELLIYODE LPS is a Aided educational institution established in 1853. Situated in the district of Kozhikode, it offers classes for levels 1 - 4. The campus spans across 0.67 cent and features 5 classrooms.",https://sametham.kite.kerala.gov.in/16642,
30405,32090601004.0,,,S.T.L.P.S.Pullikkanam,Aided,1 - 4,1957.0,PULLIKANAM,685503,Idukki,Peermedu,Kattappana,Peerumade,Idukki,9.725624,76.87591899999998,True,True,,Sr. MINI V K,"S.T.L.P.S.Pullikkanam is a Aided educational institution established in 1957. Situated in the district of Idukki, it offers classes for levels 1 - 4. The campus spans across 1.5 Acre and features 9 classrooms. Students have access to excellent facilities including a Computer Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/30405,
24636,32071302503.0,,,H. L. P. SMalesamangalam,Aided,1 - 4,1956.0,Malesamangalam,680588,Thrissur,Wadakancheri,Chavakkad,Chelakkara,Alathur (SC) *,10.73424,76.449725,True,True,,USHA MENON K,"H. L. P. SMalesamangalam is a Aided educational institution established in 1956. Situated in the district of Thrissur, it offers classes for levels 1 - 4. The campus spans across 1ACRE 1/2 CENT and features 11 classrooms.",https://sametham.kite.kerala.gov.in/24636,
14511,32020600713.0,,,KOLAVALLUR EAST LPS,Aided,1 - 4,1924.0,kolavalloor,670693,Kannur,Panoor,Thalassery,Kuthuparamba,Vadakara,11.768912,75.628512,True,True,,PRADHIN N K,"KOLAVALLUR EAST LPS is a Aided educational institution established in 1924. Situated in the district of Kannur, it offers classes for levels 1 - 4. The campus spans across 0.264 and features 4 classrooms. Students have access to excellent facilities including a Playground.",https://sametham.kite.kerala.gov.in/14511,
36289,32110700605.0,,,Veerasaiva U PSchool Cherumukha,Aided,5 -7,1976.0,Cherumukha,690558,Alappuzha,Mavelikara,Mavelikkara,Mavelikkara,Mavelikkara (SC),9.235966,76.632928,True,True,,Sreekala Devi.P.N,"Veerasaiva U PSchool Cherumukha is a Aided educational institution established in 1976. Situated in the district of Alappuzha, it offers classes for levels 5 -7. The campus spans across 56.1 and features 3 classrooms. Students have access to excellent facilities including a Computer Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/36289,
38255,32120100105.0,,,St.Mary`s M.M U.P.SAdoor,Aided,1 - 7,1976.0,Adoor,691523,Pathanamthitta,Adoor,Pathanamthitta,Adoor,Pathanamthitta *,9.151957,76.732011,True,True,,SUSEELA DANIEL,"St.Mary`s M.M U.P.SAdoor is a Aided educational institution established in 1976. Situated in the district of Pathanamthitta, it offers classes for levels 1 - 7. The campus spans across 2.15 and features 21 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/38255,
23061,32071600901.0,,,R H S THUMPUR,Aided,8 - 10,1946.0,"CONVENT ROAD,THUMPUR",680662,Thrissur,Mala,Irinjalakuda,Irinjalakuda,Thrissur,10.300762,76.256037,True,True,,ZENITH T.R,"R H S THUMPUR is a Aided educational institution established in 1946. Situated in the district of Thrissur, it offers classes for levels 8 - 10. The campus spans across 3.10 and features 23 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and an Auditorium.",https://sametham.kite.kerala.gov.in/23061,
31064,32101200406.0,5020.0,,Govt H. S. S.Edakkoly,Government,1 - 12,1898.0,Edakkoly,686574,Kottayam,Ramapuram,Pala,Pala,Kottayam,9.777346,76.63818,False,True,padmakumar p,SREEJA R S,"Govt H. S. S.Edakkoly is a Government educational institution established in 1898. Situated in the district of Kottayam, it offers classes for levels 1 - 12. The campus spans across 3.5 and features 14 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/31064,2000.0
16214,32041300108.0,,,CHALIL KANNOKKARALPS,Aided,1 - 4,1928.0,kannookkara,673102,Kozhikode,Chombala,Vatakara,Vadakara,Vadakara,11.656733,75.55923099999998,True,True,,KIRAN LAL P,"CHALIL KANNOKKARALPS is a Aided educational institution established in 1928. Situated in the district of Kozhikode, it offers classes for levels 1 - 4. The campus spans across 15cent and features 5 classrooms. Students have access to excellent facilities including a Computer Lab and a Multi Media Room.",https://sametham.kite.kerala.gov.in/16214,
31536,32101000211.0,,,St.Ephrem`s U P SKaveekunnu,Aided,1 - 7,1924.0,PALA,686574,Kottayam,Pala,Pala,Pala,Kottayam,9.72238,76.69851699999998,True,True,,SAJI JOSEPH,"St.Ephrem`s U P SKaveekunnu is a Aided educational institution established in 1924. Situated in the district of Kottayam, it offers classes for levels 1 - 7. The campus spans across 1.5 acre and features 7 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and an Auditorium.",https://sametham.kite.kerala.gov.in/31536,
33427,32100600304.0,,,C.M.S. L.P.S Pakkil,Aided,1 - 4,1880.0,Pakkil,686012,Kottayam,Kottayam East,Kottayam,Kottayam,Kottayam,9.541679,76.51658899999998,True,True,,Deepa Joseph,"C.M.S. L.P.S Pakkil is a Aided educational institution established in 1880. Situated in the district of Kottayam, it offers classes for levels 1 - 4. The campus spans across 18 cent and features 4 classrooms. Students have access to excellent facilities including a Computer Lab.",https://sametham.kite.kerala.gov.in/33427,
45212,32101300702.0,,,Govt.H.W.L.P.S.Vazhamana,Government,1 - 4,1958.0,Vazhamana,686141,Kottayam,Vaikom,Kaduthuruthy,Vaikom,Kottayam,9.748296000000002,76.417679,True,True,,SHALINI JOSEPH,"Govt.H.W.L.P.S.Vazhamana is a Government educational institution established in 1958. Situated in the district of Kottayam, it offers classes for levels 1 - 4. The campus spans across 15 cent and features 4 classrooms.",https://sametham.kite.kerala.gov.in/45212,
26027,32081400511.0,7137.0,,Santa Cruz H.SOchanthuruth,Aided,5 - 10,1915.0,OCHANTHURUTH,682508,Ernakulam,Vypeen,Ernakulam,Vypeen,Ernakulam,10.006356,76.23331899999998,True,False,jertrude,SHAJI K D,"Santa Cruz H.SOchanthuruth is a Aided educational institution established in 1915. Situated in the district of Ernakulam, it offers classes for levels 5 - 10. The campus spans across 1.5 Acre and features 33 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/26027,2002.0
21868,32060700121.0,,,M. E. S. K. T. M. L.P. S.Edathanattukara,Aided,1 - 4,1995.0,Edathanattukara,678601,Palakkad,Mannarkkad,Mannarkkad,Mannarkad,Palakkad,,,True,True,,REMLA KV,"M. E. S. K. T. M. L.P. S.Edathanattukara is a Aided educational institution established in 1995. Situated in the district of Palakkad, it offers classes for levels 1 - 4. The campus spans across 1.13 and features 8 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and a Multi Media Room.",https://sametham.kite.kerala.gov.in/21868,
24622,32071701901.0,,,R. C. C. L. P. SEast Mangad,Aided,1 - 5,1920.0,MANGAD,680584,Thrissur,Wadakancheri,Chavakkad,Kunnamkulam,Alathur (SC) *,10.682539,76.18487299999998,True,True,,LIJI C R,"R. C. C. L. P. SEast Mangad is a Aided educational institution established in 1920. Situated in the district of Thrissur, it offers classes for levels 1 - 5. The campus spans across 1acre and features 10 classrooms.",https://sametham.kite.kerala.gov.in/24622,
25096,32080100831.0,7121.0,,Abdulla Haji AhamedSait  Memorial KMEAAl-Manar HigherSecondary School,Unaided Recognised,1 - 12,1995.0,"Kuzhivelippady, Edathala P.O., Aluva",683561,Ernakulam,Aluva,Aluva,Aluva,Chalakudy *,,,False,False,AMPILY PV,AMPILY P.V,"Abdulla Haji AhamedSait  Memorial KMEAAl-Manar HigherSecondary School is a Unaided Recognised educational institution established in 1995. Situated in the district of Ernakulam, it offers classes for levels 1 - 12. The campus spans across 5.5Acre and features 28 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/25096,2002.0
23053,32070700802.0,8171.0,,S K H S SANANDAPURAM,Aided,1 - 12,1953.0,ANANDAPURAM,680305,Thrissur,Irinjalakuda,Irinjalakuda,Irinjalakuda,Thrissur,10.379894,76.262786,False,False,Sajeev B,ANILKUMAR T,"S K H S SANANDAPURAM is a Aided educational institution established in 1953. Situated in the district of Thrissur, it offers classes for levels 1 - 12. The campus spans across 3.5 Acre and features 90 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground and an Auditorium.",https://sametham.kite.kerala.gov.in/23053,2010.0
14407,32020500307.0,,,IQBAL LPS,Aided,1 - 4,1928.0,CHOKLI,670672,Kannur,Chokli,Thalassery,Thalassery,Vadakara,11.727923,75.55465499999998,True,True,,Lisa C K  (Teacher incharge),"IQBAL LPS is a Aided educational institution established in 1928. Situated in the district of Kannur, it offers classes for levels 1 - 4. The campus spans across 3 cent and features 4 classrooms.",https://sametham.kite.kerala.gov.in/14407,
37546,32120700501.0,,,U. P. S. Murani,Aided,1 - 7,1890.0,Murani,689584,Pathanamthitta,Mallappally,Tiruvalla,Thiruvalla,Pathanamthitta *,9.453243,76.674142,True,True,,S VIDYA,"U. P. S. Murani is a Aided educational institution established in 1890. Situated in the district of Pathanamthitta, it offers classes for levels 1 - 7. The campus spans across 0.88 and features 9 classrooms. Students have access to excellent facilities including a Computer Lab.",https://sametham.kite.kerala.gov.in/37546,
16543,32040800601.0,,,THRIKKOTUR WESTG.L.P SCHOOL,Government,1 - 4,1956.0,Thikkodi,673529,Kozhikode,Melady,Vatakara,Quilandy,Vadakara,11.498559,75.618656,True,True,,RASMI A R,"THRIKKOTUR WESTG.L.P SCHOOL is a Government educational institution established in 1956. Situated in the district of Kozhikode, it offers classes for levels 1 - 4. The campus spans across 25 cent and features 4 classrooms.",https://sametham.kite.kerala.gov.in/16543,
31507,32101000209.0,,,Govt.L.P S Lalam,Government,1 - 4,1914.0,MUNDUPALAM,686574,Kottayam,Pala,Pala,Pala,Kottayam,9.727906,76.677346,True,True,,SUNITHA T K,"Govt.L.P S Lalam is a Government educational institution established in 1914. Situated in the district of Kottayam, it offers classes for levels 1 - 4. The campus spans across 56cent and features 6 classrooms.",https://sametham.kite.kerala.gov.in/31507,
36230,32110700914.0,,,Govt. New L P SchoolKallimel,Government,1 - 4,1962.0,Kallimel,690509,Alappuzha,Mavelikara,Mavelikkara,Mavelikkara,Mavelikkara (SC),9.243412,76.584524,True,True,,SHAINI P,"Govt. New L P SchoolKallimel is a Government educational institution established in 1962. Situated in the district of Alappuzha, it offers classes for levels 1 - 4. The campus spans across 51.17 cent and features 4 classrooms.",https://sametham.kite.kerala.gov.in/36230,
17056,32040501302.0,,,C. M. C. Girls. H.S. Elathur,Aided,5 - 10,1973.0,Elathur,673303,Kozhikode,Chevayur,Kozhikode,Elathur,Kozhikode,11.343654,75.740498,True,True,,SHEEBABALAN VC,"C. M. C. Girls. H.S. Elathur is a Aided educational institution established in 1973. Situated in the district of Kozhikode, it offers classes for levels 5 - 10. The campus spans across 0.8 and features 29 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/17056,
21080,32060700905.0,9140.0,,D. B. H. S.Thachampara,Aided,5 - 12,1957.0,Thachampara,678593,Palakkad,Mannarkkad,Mannarkkad,Kongad,Palakkad,10.956392,76.50847299999998,False,False,Jayarajan V P,PRASAD P S,"D. B. H. S.Thachampara is a Aided educational institution established in 1957. Situated in the district of Palakkad, it offers classes for levels 5 - 12. The campus spans across 4.7 and features 100 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab, a Playground, a Multi Media Room and an Auditorium.",https://sametham.kite.kerala.gov.in/21080,2010.0
36469,32110600607.0,,,N N M U P SchoolKappil East,Aided,5 -7,1950.0,Kappil East,690533,Alappuzha,Kayamkulam,Mavelikkara,Kayamkulam,Alappuzha,9.150324,76.534096,True,True,,Praveena T N,"N N M U P SchoolKappil East is a Aided educational institution established in 1950. Situated in the district of Alappuzha, it offers classes for levels 5 -7. The campus spans across 1/2 and features 12 classrooms. Students have access to excellent facilities including a Computer Lab, a Science Lab and a Playground.",https://sametham.kite.kerala.gov.in/36469,
32325,32100400503.0,,,MGM Govt. LPSPanapilavu,Government,1 - 4,1952.0,Panapilavu,686510,Kottayam,Kanjrappilly,Kanjirappally,Poonjar,Pathanamthitta *,9.442248,76.905449,True,True,,Jane D Maria,"MGM Govt. LPSPanapilavu is a Government educational institution established in 1952. Situated in the district of Kottayam, it offers classes for levels 1 - 4. The campus spans across 40.30 R and features 4 classrooms. Students have access to excellent facilities including a Playground.",https://sametham.kite.kerala.gov.in/32325,
