school_code,position_title,sanctioned_posts
17458,Teacher (LP/UP) - Hindi (Grade II),1
17459,L P School Assistant (Sel.Gr),1
17459,Office Attendant Gr II (22 Years HG),1
17460,Junior Arabic Teacher Gr I,1
17460,L P School Assistant (HG),1
17460,Office Attendant Sel Gr,1
17460,Part-Time Primary  Sanskrit Teacher,1
17460,Part-Time Primary Urudu Teacher,1
17460,UP School Assistant (HG),1
17461,Headmistress HG,1
17461,Office Attendant Gr I (15 Yrs HG),1
17461,Teacher (L P School)(Sel Gr),1
17461,Teacher (L P School)(Snr Gr),1
17461,Teacher (LP/UP) - Sanskrit (Grade II),1
17462,Headmaster LP/UP (HG),1
17462,Office Attendant Gr II (22 Years HG),1
17462,Teacher (L P School) Gr II,1
17463,Headmaster/Headmistress LP/UP,1
17463,Teacher (L P School)(Snr Gr),3
17463,Teacher (LP/UP) - Arabic (Grade II),2
17463,Teacher (LP/UP) - Hindi (Grade II),1
17463,Teacher (LP/UP) - Hindi (Sr Gr),1
17463,Teacher (U P School) Gr I,2
17463,Teacher (U P School) Gr II,4
17463,UP School Assistant,1
17464,Headmaster LP/UP,1
17464,Office Attendant Gr I (22 Yrs HG),1
17464,Teacher (L P School) Gr I,2
17464,Teacher (L P School) Gr II,1
17464,Teacher (LP/UP) - Sanskrit (Grade I),1
17464,Teacher (LP/UP) - Urdu (Grade I),1
17465,Junior Hindi Teacher (Sr Gr),1
17465,Junior Hindi Teacher Gr II,1
17465,L P School Assistant,4
17465,L P School Assistant (Snr Gr),6
17465,Teacher (L P School)(Snr Gr),2
17465,UP School Assistant,3
17465,UP School Assistant (Snr Gr),3
17470,Headmaster LP/UP (HG),1
17470,Junior Hindi Teacher Gr II,1
17470,Office Attendant Snr Grade,1
17470,Part-Time Primary Urudu Teacher,1
17470,Teacher (U P School) Sel Gr,1
17471,Headmaster/Headmistress LP/UP,1
17471,Office Attendant (15 Yrs HG),1
17471,Teacher (LP/UP) - Arabic (Grade I),1
17471,Teacher (LP/UP) - Sanskrit (Grade I),1
17471,Teacher (U P School) Gr I,3
17472,Headmaster/Headmistress(Not Eligi HM 18740-33680),1
17472,Office Attendant Gr I,1
17472,Primary Teacher (Urdu) (Part Time),1
17473,Full time Hindi  Teacher,1
17473,Headmaster/Headmistress LP/UP,1
17473,Teacher (U P School) Gr I,1
17473,UP School Assistant,4
17473,UP School Assistant (Snr Gr),1
17474,Junior Teacher Urdu Gr II,1
17474,Part-Time Primary  Sanskrit Teacher,1
17474,UP School Assistant,1
17474,UP School Assistant (HG),1
17475,Junior Arabic Teacher (Snr Gr),1
17475,Junior Hindi Teacher (Sel Gr),1
17475,Office Attendant (22 Years HG),1
17475,UP School Assistant (Sel Gr),1
17476,Junior Hindi Teacher Gr I,1
17476,Teacher (U P School) Gr II,2
17501,High School Assistant Social Science,1
17502,Headmaster LP/UP,1
17502,Part Time Menial (15 Yrs HG),1
17503,Headmaster/Headmistress LP/UP,1
17503,Part Time Menial,1
17504,L P School Assistant,1
17504,Part Time Sweeper(4850-7500),1
17505,Headmaster/Headmistress LP/UP,1
17505,Part Time Menial(4850/8Yrs),1
17505,Teacher (LP/UP) - Arabic (Grade I),1
17506,Headmaster LP/UP (HG),1
17506,L P School Assistant,7
17507,Full time Arabic Teacher,1
17507,Headmaster LP/UP,1
17508,L P School Assistant,1
17508,P D Teacher (Senior Grade),1
17508,Primary Teacher (Arabic) (Part Time with Full Time Benefit) (Snr Gr),1
17509,L P School Assistant (HG),1
17509,P D Teacher (Selection Grade),2
17509,Teacher (L P School) Gr I,1
17509,Teacher (LP/UP) - Arabic (Senior Grade),1
17510,Headmaster LP/UP (HG),1
17510,Teacher (L P School)(Snr Gr),4
17510,Teacher (LP/UP) - Arabic (Grade I),1
17510,Teacher (LP/UP) - Arabic (Grade II),1
17512,Headmistress HG,1
17512,Teacher (L P School) Gr II,2
17512,Teacher (L P School)(Snr Gr),4
17513,L P School Assistant (HG),1
17513,L P School Assistant (Sel.Gr),2
17513,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
17514,Headmaster/Headmistress LP/UP,1
17514,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
17514,Teacher (L P School) Gr I,1
17515,Headmaster LP/UP (HG),1
17515,Teacher (L P School)(Snr Gr),3
17515,Teacher (LP/UP) - Arabic (Grade I),1
17516,Headmaster/Headmistress LP/UP,1
17516,L P School Assistant (Sel.Gr),1
17517,Junior Arabic Teacher Gr II,1
17517,L P School Assistant (HG),1
17517,L P School Assistant HG,1
17518,Headmaster/Headmistress LP/UP,1
17518,L P School Assistant,1
17518,L P School Assistant (Snr Gr),1
17519,Headmaster LP/UP (HG),1
17519,Teacher (L P School)(Snr Gr),1
17520,Junior Arabic Teacher Gr I,1
17520,L P School Assistant (Sel.Gr),1
17521,Headmaster/Headmistress LP/UP,1
17522,Junior Arabic Teacher Gr II,2
17522,L P School Assistant (Snr Gr),1
17523,Headmaster LP/UP (HG),1
17523,Teacher (L P School) Gr II,3
17523,Teacher (LP/UP) - Arabic (Selection Grade),1
17524,Full time Arabic Teacher HG,1
17524,Headmistress HG,1
17524,L P School Assistant,3
17524,L P School Assistant (Snr Gr),3
17525,Headmaster LP/UP (HG),1
17525,Teacher (LP/UP) - Arabic (Selection Grade),1
17526,Primary Teacher (Arabic) (Part Time with Full Time Benefit) (Snr Gr),1
17526,Teacher (L P School)(Sel Gr),2
17527,Headmistress HG,1
17527,L P School Assistant,2
17527,LPSA(16980-31360),1
17528,Headmaster/Headmistress LP/UP,1
17528,Teacher (L P School) Gr I,1
17528,Teacher (LP/UP) - Arabic (Senior Grade),1
17529,Headmaster LP/UP (HG),1
17529,L P School Assistant,1
17529,L P School Assistant (Snr Gr),1
17530,Headmistress HG,1
17530,LPSA(16180-29180),1
17532,Headmistress HG,1
17532,Teacher (LP/UP) - Arabic (Senior Grade),1
17533,Teacher (L P School) Gr II,3
17534,Headmaster/Headmistress LP/UP,1
17534,Teacher (L P School) Gr II,4
17535,L P School Assistant,4
17535,LPSA(13210),1
17535,P D Teacher (Senior Grade),1
17535,Teacher (LP/UP) - Arabic (Grade II),1
17536,Headmaster/Headmistress(Not Eligi HM 16980-31360),1
17536,Junior Arabic Teacher Gr I,1
17536,L P School Assistant (HG),1
17536,P D Teacher (Senior Grade),1
17537,Headmaster LP/UP,1
17537,Teacher (L P School)(Snr Gr),1
17537,Teacher (LP/UP) - Arabic (Grade I),1
17538,Headmaster LP/UP,1
17538,Junior Hindi Teacher Gr II,1
17538,L P School Assistant,8
17538,L P School Assistant (HG),1
17538,Office Attendant,1
17538,Teacher (LP/UP) - Arabic (Grade II),1
17539,L P School Assistant,4
17539,L P School Assistant (Snr Gr),1
17539,Primary Teacher (Arabic) (Part Time with Full Time Benefit) (Snr Gr),1
17539,Teacher (L P School) Gr II,3
17539,UP School Assistant (Snr Gr),1
17541,Full time Hindi  Teacher,2
17541,Headmaster LP/UP,2
17541,Office Attendant,1
17541,Teacher (L P School) Gr II,1
17541,Teacher (U P School) Gr II,2
17541,UP School Assistant,8
17542,Headmaster/Headmistress LP/UP,1
17542,Junior Arabic Teacher Gr II,1
17542,Office Attendant Gr II,1
17542,Primary Teacher (Hindi) (Part Time with Full Time Benefit) HG,1
17542,Teacher (LP/UP) - Arabic (Grade II),1
17542,UP School Assistant,9
17543,Full time Arabic Teacher,1
17543,Headmaster LP/UP (HG),1
17543,Junior Sanskrit Teacher Gr I,1
17543,Part Time Primary Hindi Teacher,1
17543,Teacher (U P School) Snr Gr,1
17543,UP School Assistant (HG),1
17544,Headmaster/Headmistress LP/UP,1
17544,Primary Teacher (Urdu) (Part Time with Full Time Benefit) HG,1
17544,Teacher (L P School) Gr II,2
17544,Teacher (L P School)(Snr Gr),3
17544,Teacher (LP/UP) - Sanskrit (Senior Grade),1
17544,Teacher (U P School) Gr I,2
17544,Teacher (U P School) Gr II,1
17545,Headmaster/Headmistress LP/UP,1
17545,Junior Arabic Teacher Gr II,1
17545,L P School Assistant (Snr Gr),3
17545,Office Attendant,1
17545,Teacher (LP/UP) - Hindi (Grade II),1
17545,UP School Assistant,3
17545,UP School Assistant Gr I,2
17546,Headmaster LP/UP,1
17546,Junior Arabic Teacher Gr I,1
17546,Junior Hindi Teacher (Sel Gr),1
17546,Office Attendant Gr II (15 Yrs HG),1
17547,Headmaster/Headmistress(Not Eligi HM 14620-25280),1
17547,Junior Hindi Teacher (Sr Gr),1
17547,L P School Assistant (HG),2
17547,L P School Assistant(Before 11/04/2013),1
17547,Teacher (U P School) Gr II,1
17547,UP School Assistant (HG),1
17547,UP School Assistant (Snr Gr),1
17548,Headmaster LP/UP,1
17548,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
17548,Teacher (L P School) Gr II,3
17548,Teacher (L P School)(Snr Gr),2
17548,Teacher (LP/UP) - Sanskrit (Grade I),1
17548,UP School Assistant,1
17549,Headmaster/Headmistress LP/UP,1
17549,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit) HG,1
17549,Primary Teacher (Urdu) (Part Time with Full Time Benefit) HG,1
17549,Teacher (L P School) Gr II,3
17549,Teacher (L P School)(Sel Gr),1
17549,Teacher (LP/UP) - Arabic (Selection Grade),2
17549,Teacher (U P School) Gr I,2
17550,Headmaster/Headmistress LP/UP,1
17550,L P School Assistant (Snr Gr),1
17550,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit),1
17550,Teacher (L P School) Gr II,2
17550,Teacher (LP/UP) - Arabic (Selection Grade),1
17550,Teacher (U P School) Sel Gr,2
17551,Full time Arabic Teacher,1
17551,Headmaster LP/UP (HG),1
17551,Junior Teacher Urdu Gr II,1
17551,Office Attendant Gr II (8 Yrs HG),1
17551,UP School Assistant (Snr Gr),1
17554,Junior Hindi Teacher (Sr Gr),1
17554,Junior Sanskrit Teacher Gr I,1
17554,Office Attendant Gr II (8 Yrs HG),1
17554,Teacher (LP/UP) - Arabic (Grade II),1
17554,Teacher (U P School) Gr II,2
17554,UP School Assistant (Snr Gr),1
17555,Headmistress HG,1
17555,Office Attendant (8 Yrs HG),1
17555,Teacher (LP/UP) - Sanskrit (Senior Grade),1
17556,Headmaster LP/UP (HG),1
17556,Office Attendant Gr II (22 Years HG),1
17556,Teacher (LP/UP) - Arabic (Grade I),1
17556,Teacher (LP/UP) - Hindi (Sel Gr),1
17556,Teacher (U P School) Gr I,3
17558,Headmaster LP/UP,1
17558,Teacher (L P School) Gr II,1
17563,Assistant Teacher (Special School),1
17563,Assistant Teacher HG (With Special Training)(School for the Handicapped),1
17563,Assistant Teacher Sel Gr (With Special Training)(School for the Handicapped),2
17563,Craft Teacher Grade I,1
17563,High School Assistant Malayalam(HG),1
17563,High School Assistant Sel Gr(School for Handicapped),2
17563,High School Assistant Sr Gr(School for Handicapped),1
17563,Matron (8 Yrs TBHG - T)(School for the Handicapped),5
17563,Music Teacher (Senior Grade),1
17563,Sweeper Cum Sanitation Worker,1
17563,Teacher (LP/UP) - Arabic (Grade II),1
17603,Assistant Teacher HG (With Special Training)(School for the Handicapped),2
17603,Assistant Teacher Sel Gr (With Special Training)(School for the Handicapped),2
17603,Headmaster/Headmistress(Not Eligi HM 16980-31360),1
17603,High School Assistant HG(School for Handicapped),1
17603,Matron (8 Yrs TBHG - T)(School for the Handicapped),1
17603,Office Attendant Gr II (15 Yrs HG),1
17603,UP School Assistant (HG),1
18004,Clerk,1
18004,Clerk (8 Yrs TBHG - P),1
18004,FTM,2
18004,High School Assistant Arabic,3
18004,High School Assistant English,1
18004,High School Assistant English (Snr Gr),5
18004,High School Assistant English(Sel Gr),1
18004,High School Assistant Malayalam(Sel. Grade),1
18004,High School Assistant Malayalam(Snr Gr),1
18004,High School Assistant Mathematics (HG),1
18004,High School Assistant Natural Science,1
18004,High School Assistant Physical Science(Sel. Gr),1
18004,High School Assistant Social Science (HG),4
18004,High School Assistant Social Science (Snr Grade),1
18004,High School Assistant Urdu,1
18005,Clerk,1
18005,Drawing Teacher Gr II,1
18005,High School Assistant Arabic (HG),1
18005,High School Assistant English(HG),2
18005,High School Assistant Mathematics,1
18005,High School Assistant Physical Science,2
18005,High School Assistant Sanskrit (Part Time),1
18005,High School Assistant Social Science,3
18005,Office Attendant Gr II,2
18005,Physical Education Teacher (15 Yrs Higher Grade),1
18006,Clerk,1
18006,FTM,2
18006,High School Assistant Arabic,1
18006,High School Assistant English(HG),1
18006,High School Assistant Malayalam(HG),1
18006,High School Assistant Mathematics,2
18006,High School Assistant Physical Science,1
18006,High School Assistant Social Science,1
18006,Office Attendant,1
18007,High School Assistant Arabic,2
18007,High School Assistant Arabic (Snr Gr),1
18007,High School Assistant Mathematics (Snr Gr),6
18007,High School Assistant Natural Science (Snr Gr),1
18007,High School Assistant Physical Science,2
18007,High School Assistant Physical Science(Sel. Gr),1
18007,High School Assistant Physical Science(Snr. Gr),1
18007,High School Assistant Social Science (HG),1
18007,High School Assistant Social Science (Snr Grade),1
18007,High School Assistant Social Science(HG),1
18007,High School Assistant Urdu(HG),1
18007,Physical Education Teacher (15 Yrs Higher Grade),1
18007,Sewing Teacher,1
18007,Teacher (U P School) Sel Gr,2
18007,UP School Assistant,9
18007,UP School Assistant (Snr Gr),1
18008,Drawing Teacher Gr II,1
18008,Headmaster/Headmistress (High School),1
18008,High School Assistant English,2
18008,High School Assistant Hindi,1
18008,High School Assistant Malayalam,1
18008,High School Assistant Mathematics (Sel Gr),1
18008,High School Assistant Natural Science,1
18008,High School Assistant Social Science (HG),1
18008,High School Assistant Urdu,1
18008,Junior Hindi Teacher Gr I,1
18008,Office Attendant,2
18008,P D Teacher (Selection Grade),1
18008,Senior Clerk,1
18008,UP School Assistant,5
18009,Drawing Teacher Gr II,2
18009,Headmaster/Headmistress (High School),1
18009,High School Assistant Arabic (HG),1
18009,High School Assistant Arabic (Sel. Gr),1
18009,High School Assistant English(HG),1
18009,High School Assistant Malayalam,2
18009,High School Assistant Natural Science (HG),2
18009,High School Assistant Natural Science (Snr Gr),1
18009,High School Assistant Physical Science(HG),1
18009,High School Assistant Social Science (HG),1
18009,High School Assistant Social Science(Sel Gr),1
18009,High School Assistant Urdu (HG),2
18009,Office Attendant Gr II,2
18009,Sewing Teacher,1
18009,Teacher (LP/UP) - Urdu (Grade I),1
18009,Teacher (U P School) Snr Gr,1
18009,UP School Assistant Grade II,1
18010,Drawing Teacher Gr II,1
18010,FTM  1st HG,1
18010,High School Assistant,1
18010,High School Assistant Malayalam,2
18010,High School Assistant Mathematics,1
18010,High School Assistant Physical Science (HG),2
18010,High School Assistant Social Science(Sel Gr),1
18010,Office Attendant,2
18010,Office Attendant Gr I (15 Yrs HG),1
18010,P D Teacher (Senior Grade),1
18010,Physical Education Teacher (Grade-I),1
18010,UP School Assistant,5
18010,UP School Assistant Gr I,1
18011,High School Assistant (Urdu) (Part Time with Full Time Benefit),1
18011,High School Assistant Arabic (Snr Gr),1
18011,High School Assistant English (Snr Gr),1
18011,High School Assistant English(HG),3
18011,High School Assistant Hindi,2
18011,High School Assistant Hindi(HG),1
18011,High School Assistant Malayalam(HG),1
18011,High School Assistant Mathematics,1
18011,High School Assistant Mathematics (HG),1
18011,High School Assistant Mathematics (Snr Gr),1
18011,High School Assistant Physical Science,1
18011,High School Assistant Physical Science (HG),3
18011,High School Assistant Social Science (HG),1
18011,High School Assistant Social Science (Snr Grade),1
18011,Senior Clerk,1
18012,Clerk,1
18012,Headmaster/Headmistress (High School),1
18012,High School Assistant (Sr Gr),1
18012,High School Assistant Arabic (Sel. Gr),1
18012,High School Assistant English,1
18012,High School Assistant Hindi(HG),2
18012,High School Assistant Hindi(Snr. Gr),1
18012,High School Assistant Mathematics (8 Yrs HG),1
18012,High School Assistant Natural Science (HG),2
18012,High School Assistant Physical Science,1
18012,High School Assistant Physical Science (HG),3
18012,High School Assistant Social Science,2
18012,High School Assistant Social Science (HG),3
18012,High School Assistant Urdu,1
18012,Junior Hindi Teacher (Sr Gr),1
18012,LD Clerk (15 Yrs Not Qualified),1
18012,Music Teacher,1
18012,Office Attendant,2
18012,P D Teacher (Senior Grade),2
18012,UP School Assistant (Snr Gr),1
18013,Clerk,1
18013,Drawing Teacher Gr II,1
18013,High School Assistant Arabic (HG),1
18013,High School Assistant English (Snr Gr),1
18013,High School Assistant Hindi,2
18013,High School Assistant Malayalam(Snr Gr),1
18013,High School Assistant Mathematics,1
18013,High School Assistant Natural Science,1
18013,High School Assistant Social Science,1
18013,High School Assistant Social Science (HG),2
18013,High School Assistant Urdu (HG),1
18013,Office Attendant,2
18013,Office Attendant (8 Yrs HG),1
18013,P D Teacher (Senior Grade),2
18014,High School Assistant English(HG),1
18014,High School Assistant Malayalam(HG),1
18014,High School Assistant Mathematics (HG),2
18014,High School Assistant Mathematics (Sel Gr),1
18014,High School Assistant Physical Science(Sel Gr),1
18014,Junior Arabic Teacher Gr II,1
18014,L P School Assistant (Snr Gr),2
18014,LD Clerk (15 Yrs Not Qualified),1
18014,Office Attendant,1
18014,Office Attendant HG,1
18014,Teacher (U P School) Gr I,1
18014,Teacher (U P School) Gr II,1
18014,Teacher (U P School) Sel Gr,2
18014,UP School Assistant (Snr Gr),1
18015,FTM,2
18015,High School Assistant Arabic (HG),2
18015,High School Assistant English(HG),2
18015,High School Assistant Hindi,1
18015,High School Assistant Malayalam,1
18015,High School Assistant Malayalam(HG),1
18015,High School Assistant Mathematics,1
18015,High School Assistant Natural Science (Snr Gr),3
18015,High School Assistant Physical Science,1
18015,High School Assistant Physical Science(Snr. Gr),2
18015,High School Assistant Sanskrit(Snr Gr),1
18015,High School Assistant Social Science,3
18015,High School Assistant Social Science (Snr Grade),1
18015,High School Assistant Social Science(HG),1
18015,L P School Assistant (Snr Gr),4
18015,Lower Grade Arabic,1
18015,Lower Grade Arabic (Sel Gr),1
18015,Lower Grade Hindi (Snr Gr),1
18015,Office Attendant Gr I,1
18015,Teacher (U P School) Gr II,3
18015,UP School Assistant,5
18015,UP School Assistant (Sel Gr),2
18015,UP School Assistant Grade I,1
18017,Clerk,2
18017,FTM,2
18017,Headmaster/Headmistress (High School),1
18017,High School Assistant Arabic,2
18017,High School Assistant English,2
18017,High School Assistant Mathematics,3
18017,High School Assistant Mathematics (Snr Gr),1
18017,High School Assistant Physical Science(HG),2
18017,High School Assistant Urdu (HG),1
18017,Office Attendant,2
18017,Physical Education Teacher (Sr Gr),1
18017,Sewing Teacher,1
18018,FTM,3
18018,Headmaster/Headmistress (High School),1
18018,High School Assistant Arabic (Snr Gr),1
18018,High School Assistant English,2
18018,High School Assistant English (Snr Gr),1
18018,High School Assistant Hindi(HG),1
18018,High School Assistant Malayalam(Sel. Grade),1
