school_code,total_area_acre,solar_power,drinking_water,net_connectivity,total_class_room,multi_media_room,total_smart_class_room,little_kites,total_staff_room,computer_lab,science_lab,survey_number_s,total_no_of_computers_available_in_the_school,total_no_of_printers_available_in_the_school,first_aid_room,public_addressing_system,kitchen,cctv,store_book_stationary,tv_hall,canteen,rainwater_harvesting,land_obtained_for_establishing_school,play_ground,waste_management_system,autism_park,dining_hall,auditorium,indoor_stadium,students_police,music_class_room,activities,agricultural_activity,land_protected_by,toilet,she_toilet,no_of_toilets_for_boys,no_of_toilets_for_girls,no_of_urinals_for_boys,no_of_urinals_for_girls,parking_space,garden,transportation,hostel_facility,building_type,bio_gas,incinerator_facility,building_plinth_area,building_ownership,library,electrification
18341,0.3133,No,Well,Yes,20.0,No,1.0,No,1.0,Yes,No,"BL12:54/15, BL12.44/2-2",12.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball,No,No,No,Yes,No,No,No,,Yes,Fully,Yes,No,2.0,2.0,8.0,14.0,Yes,No,School Bus,No,Pucaa,No,No,11943.6 sq,Owned,YesNo of books: 997,Yes
15456,2,Yes,Well,Yes,27.0,Yes,12.0,No,1.0,Yes,Yes,12/1A1A1A12A,26.0,2.0,Yes,Yes,Yes,No,No,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,No,No,Scouts & Guides,Yes,Partially,Yes,Yes,6.0,15.0,15.0,15.0,Yes,Yes,,No,Pucaa,No,Yes,4980,Owned,YesNo of books: 3200,Yes
16211,17.5 cents,No,Well,No,6.0,No,0.0,No,1.0,No,No,117/1,3.0,0.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,Yes,No,No,No,No,,No,Nil,Yes,No,0.0,1.0,4.0,4.0,No,No,School Bus,No,Pucaa,No,No,1500 sq ft,Owned,YesNo of books: 750,Yes
33358,0.97,No,Well,Yes,4.0,No,1.0,No,1.0,Yes,No,163/4,2.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,3.0,3.0,No,Yes,,No,Pucaa,No,No,445.6,Owned,YesNo of books: 140,Yes
27349,0.3506Htrs,No,Pub Tap & well,Yes,7.0,No,1.0,No,1.0,No,No,260/2/11/12/13,2.0,1.0,No,No,Yes,No,No,No,No,No,Government Owned,Yes  Badminton,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,3.0,2.0,3.0,No,Yes,,No,Pucaa,No,No,2000sqft,Owned,No,Yes
20465,5 .55 3/4 Acre,No,Well,Yes,35.0,Yes,13.0,No,1.0,Yes,Yes,"172/6,172/1,90/2,89/1",22.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,Scouts & Guides,Yes,Partially,Yes,Yes,5.0,6.0,1.0,1.0,No,Yes,School Bus,No,Pucaa,Yes,Yes,14500 sqft,Owned,YesNo of books: 1632,Yes
17315,0.67,No,Well,No,9.0,Yes,1.0,No,1.0,No,No,12/5,5.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,Yes,1.0,3.0,4.0,0.0,No,Yes,School Bus,No,Pucaa,No,No,290sq.m,Owned,YesNo of books: 1225,Yes
22411,1 acre,No,Borewll,Yes,8.0,No,0.0,No,1.0,No,No,153,3.0,0.0,Yes,No,Yes,No,No,No,No,Yes,Owned by Manager,Yes  Football,Yes,No,Yes,Yes,No,No,No,Scouts & Guides,Yes,Fully,Yes,No,7.0,9.0,7.0,9.0,Yes,Yes,,No,Pucaa,No,No,4032 sq ft,Owned,YesNo of books: 520,Yes
24528,29 cent,No,Borewll,Yes,4.0,No,0.0,No,0.0,Yes,No,302/7A,4.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Nil,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,165 Sq.M,Owned,YesNo of books: 630,Yes
14513,19.25cent,No,Pub Tap & well,Yes,4.0,No,0.0,No,0.0,No,No,54/2AIF 2B,5.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,3.0,3.0,No,Yes,,No,Pucaa,No,No,1280,Owned,YesNo of books: 1250,Yes
13328,10cent,No,Well,Yes,4.0,No,1.0,No,0.0,No,No,30/3a,7.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Nil,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Semi Pucca,No,No,60cmsqure,Owned,YesNo of books: 550,Yes
45362,75cent,No,Well,Yes,7.0,No,1.0,No,1.0,No,No,122/12,9.0,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Donated by well wishers,Yes  Football,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,Yes,1.0,4.0,2.0,1.0,Yes,Yes,,No,Pucaa,Yes,No,1620,Owned,YesNo of books: 3000,Yes
42003,3 Acres,No,Public Tap,Yes,31.0,Yes,17.0,Yes,3.0,Yes,Yes,0000,56.0,2.0,No,Yes,Yes,Yes,Yes,No,No,No,Donated by well wishers,Yes  Football / Volleyball / Badminton,No,No,No,Yes,No,Yes,No,"NSS,NCC & JRC",No,Partially,Yes,Yes,1.0,10.0,2.0,2.0,No,Yes,,No,Pucaa,No,Yes,30000 sq.f,Owned,YesNo of books: 1000,Yes
20425,O.93,No,Well,No,8.0,No,4.0,No,1.0,No,No,"33/3,33/6,202/5,203/5",8.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Nil,Yes,No,1.0,2.0,6.0,6.0,Yes,No,,No,Pucaa,No,No,5000,Owned,YesNo of books: 1000,Yes
22074,4.265,No,Well,Yes,25.0,No,11.0,Yes,3.0,Yes,Yes,"384/1,384/2,384/6,384/12,384/3",10.0,2.0,No,No,Yes,No,No,Yes,No,No,Government Owned,Yes  Football / Volleyball,No,No,Yes,No,No,Yes,No,NSS,Yes,Fully,Yes,Yes,5.0,18.0,16.0,0.0,No,No,,No,Semi Pucca,No,Yes,25000sqft,Owned,YesNo of books: 12620,Yes
21009,3.9,No,Borewll,Yes,70.0,Yes,15.0,Yes,3.0,Yes,Yes,335/4,42.0,4.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,"JRC,NCC ,Scouts & Guides",No,Fully,Yes,Yes,25.0,15.0,45.0,25.0,Yes,No,,No,Semi Pucca,No,Yes,32566,Owned,YesNo of books: 1557,Yes
48333,1.67 hr,No,Well,Yes,22.0,No,1.0,No,1.0,No,No,**,29.0,1.0,No,No,Yes,Yes,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,8.0,11.0,4.0,5.0,No,No,,No,Semi Pucca,No,No,24X400 sft,Owned,No,Yes
41325,50 cent,No,Well,Yes,8.0,No,0.0,No,1.0,No,No,3/12/5,1.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,No,Partially,Yes,Yes,1.0,1.0,4.0,4.0,Yes,Yes,School Bus,No,Semi Pucca,No,No,328 sq.m,Owned,YesNo of books: 100,Yes
50060,3.01acre,No,Pub Tap & well,Yes,19.0,Yes,1.0,No,1.0,Yes,Yes,336/3,10.0,1.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football,No,No,No,Yes,No,No,No,Scouts & Guides,No,Partially,Yes,No,8.0,9.0,5.0,9.0,Yes,Yes,,No,Pucaa,No,No,777.42m2,Owned,YesNo of books: 1050,Yes
47514,0.1,No,Well,Yes,4.0,No,2.0,No,0.0,Yes,No,96/1,3.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,0.0,1.0,2.0,2.0,No,No,,No,Pucaa,Yes,No,321.15sq m,Owned,YesNo of books: 340,Yes
37628,0.60acre,No,Well,Yes,4.0,No,0.0,No,1.0,No,No,332/5,1.0,0.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Owned by Manager,No,No,No,Yes,No,No,No,No,,Yes,Partially,Yes,No,2.0,3.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,39hfh,Owned,YesNo of books: 520,Yes
34234,98.83,No,Pub Tap & well,Yes,12.0,Yes,1.0,No,1.0,Yes,No,237/343A,7.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,Yes,No,No,No,,Yes,Partially,Yes,Yes,0.0,5.0,0.0,12.0,Yes,Yes,,No,Semi Pucca,No,No,702.92M2,Owned,YesNo of books: 450,Yes
45348,1 Acre,No,Well,Yes,10.0,Yes,1.0,No,1.0,Yes,Yes,104/2.3,4.0,0.0,Yes,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,2.0,3.0,10.0,10.0,Yes,Yes,,No,Pucaa,No,No,503.25,Owned,YesNo of books: 1498,Yes
23304,60 cent,No,Well,Yes,8.0,No,0.0,Yes,0.0,Yes,No,"1371/4,5  1372/1,6",1.0,1.0,No,No,Yes,No,No,No,No,Yes,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,Yes,1.0,1.0,0.0,0.0,Yes,Yes,School Bus,No,Pucaa,No,No,4200 sq f,Owned,No,Yes
41603,.5,No,Pub Tap & well,No,7.0,No,0.0,No,0.0,No,No,231/6,1.0,0.0,No,No,Yes,No,No,No,No,Yes,Government Owned,Yes  Football,No,No,No,No,No,No,No,,No,Fully,Yes,No,1.0,1.0,1.0,0.0,No,Yes,,No,Pucaa,No,No,4100,Owned,YesNo of books: 400,Yes
21007,3 Acre,No,Well,Yes,40.0,No,21.0,Yes,3.0,Yes,Yes,159/27,15.0,3.0,No,No,Yes,No,Yes,Yes,No,No,Owned by Manager,Yes  Football,No,No,Yes,No,No,No,No,Scouts & Guides,Yes,Partially,Yes,No,3.0,6.0,6.0,7.0,No,No,School Bus,No,Semi Pucca,No,Yes,16000sfeet,Owned,YesNo of books: 1200,Yes
11355,3.83,No,Well,Yes,14.0,No,4.0,No,0.0,No,Yes,633,10.0,1.0,No,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,,Yes,Nil,Yes,Yes,2.0,9.0,0.0,2.0,Yes,Yes,School Bus,No,Semi Pucca,No,No,10000sqft,Owned,YesNo of books: 500,Yes
19613,1 acre 24 cent,No,Borewll,Yes,6.0,No,1.0,No,1.0,Yes,No,140/8 and 141/1,10.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Government Owned,No,No,No,No,No,No,No,No,,No,Fully,Yes,Yes,2.0,2.0,8.0,8.0,Yes,No,,No,Pucaa,No,No,1000 sq m,Owned,YesNo of books: 1350,Yes
32022,3.13,No,Well,Yes,19.0,Yes,5.0,Yes,2.0,Yes,Yes,"285/1,307/1,307/2,310/1",15.0,2.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,No,JRC,Yes,Partially,Yes,Yes,4.0,14.0,16.0,18.0,Yes,Yes,,No,Pucaa,No,Yes,1278.36,Owned,YesNo of books: 4979,Yes
44056,3 Acre,Yes,Well,Yes,29.0,No,20.0,Yes,3.0,Yes,Yes,"144/4,144/5,142/14,148/16",45.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Owned by Manager,Yes  Badminton,Yes,No,Yes,Yes,No,Yes,No,"NSS,NCC ,Scouts & Guides",Yes,Fully,Yes,Yes,0.0,27.0,0.0,0.0,No,Yes,,No,Pucaa,Yes,Yes,20000sq.ft,Owned,YesNo of books: 2500,Yes
19744,15 cent,No,Public Tap,Yes,10.0,No,1.0,No,1.0,No,No,389/6,5.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,Scouts & Guides,No,Partially,Yes,No,1.0,1.0,5.0,3.0,No,No,,No,Semi Pucca,Yes,No,3000,Owned,No,Yes
19709,15,No,Well,Yes,6.0,No,4.0,No,0.0,Yes,Yes,212B,3.0,0.0,No,No,Yes,Yes,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,2.0,2.0,2.0,2.0,No,Yes,,No,Pucaa,No,No,352.45,Owned,YesNo of books: 745,Yes
44401,1 Acre13.763c,No,Pub Tap & well,Yes,4.0,No,1.0,No,0.0,No,Yes,191/4E,1.0,0.0,No,No,Yes,No,No,No,No,No,Government Owned,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Nil,Yes,No,1.0,2.0,1.0,0.0,No,Yes,,No,Semi Pucca,No,No,50 cent,Owned,YesNo of books: 782,Yes
21834,0.56,No,Well,Yes,10.0,No,2.0,Yes,1.0,Yes,No,160/3,6.0,1.0,No,Yes,Yes,Yes,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,1.0,1.0,5.0,5.0,Yes,Yes,School Bus,No,Semi Pucca,No,No,5200,Owned,YesNo of books: 1280,Yes
18737,1,No,Well,Yes,20.0,Yes,8.0,No,0.0,No,Yes,187/5AIA,21.0,1.0,No,Yes,No,Yes,No,No,No,Yes,Donated by well wishers,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Nil,Yes,Yes,5.0,11.0,0.0,0.0,Yes,Yes,,No,Pucaa,No,No,864mtr,Owned,YesNo of books: 1000,Yes
13001,3,No,Borewll,Yes,15.0,No,7.0,No,2.0,Yes,Yes,103/1A,15.0,2.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Donated by well wishers,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,No,JRC,Yes,Partially,Yes,No,2.0,11.0,10.0,0.0,No,Yes,,No,Pucaa,No,Yes,1540,Owned,YesNo of books: 5010,Yes
21744,0.65acre,No,Well,Yes,20.0,Yes,1.0,No,1.0,Yes,Yes,435/4 parli 1,14.0,1.0,Yes,No,Yes,No,Yes,Yes,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,Yes,4.0,6.0,9.0,6.0,Yes,Yes,School Bus,No,Semi Pucca,No,Yes,11136 sq f,Owned,YesNo of books: 2000,Yes
33305,1.17 acre,No,Well,Yes,9.0,Yes,0.0,No,1.0,Yes,No,"23/1-34,23/1-35",4.0,2.0,No,Yes,Yes,No,No,No,No,Yes,Government Owned,Yes  Football,Yes,No,No,Yes,No,No,No,JRC,Yes,Fully,Yes,No,2.0,4.0,1.0,0.0,No,No,,No,Pucaa,Yes,No,567 sqm,Owned,YesNo of books: 1500,Yes
39535,1.5,No,Pub Tap & well,Yes,14.0,Yes,9.0,No,2.0,Yes,Yes,"25/5,12345",6.0,2.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Owned by Manager,Yes  Badminton,Yes,No,Yes,Yes,No,No,Yes,JRC,Yes,Fully,Yes,Yes,4.0,8.0,8.0,10.0,Yes,Yes,,No,Pucaa,No,No,10200,Owned,YesNo of books: 1000,Yes
48039,4,Yes,Well,Yes,98.0,Yes,31.0,Yes,4.0,Yes,Yes,BL136/325/7,72.0,7.0,No,Yes,Yes,Yes,Yes,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,Yes,Yes,No,No,No,JRC,Yes,Fully,Yes,Yes,4.0,32.0,41.0,6.0,Yes,No,School Bus,No,Pucaa,No,No,26000,Owned,YesNo of books: 14000,Yes
29365,50,No,Pub Tap & well,Yes,11.0,No,3.0,No,1.0,No,No,1471/1,9.0,2.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,No,No,No,No,,Yes,Nil,Yes,No,3.0,3.0,23.0,25.0,Yes,Yes,,No,Semi Pucca,No,No,734.33,Owned,No,Yes
19318,1 acre 3 cent,No,Well,Yes,16.0,Yes,1.0,No,1.0,Yes,No,155,12.0,1.0,No,Yes,Yes,No,No,Yes,No,No,Pvt. Management Handover to Govt.,Yes  Football,Yes,No,Yes,No,No,No,No,Scouts & Guides,Yes,Partially,Yes,No,2.0,4.0,8.0,3.0,Yes,Yes,School Bus,No,Pucaa,No,No,6800 sq ft,Owned,YesNo of books: 1382,Yes
33518,.62,No,Well,Yes,12.0,No,0.0,No,0.0,No,No,257/8 Manarcad Village,3.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,No,Fully,Yes,Yes,3.0,5.0,1.0,0.0,No,No,,No,Pucaa,No,No,1746,Owned,No,Yes
17215,40 CENT,No,Others,Yes,5.0,No,4.0,No,0.0,No,No,180/11A,4.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,No,Fully,Yes,No,0.0,2.0,4.0,0.0,No,No,,No,Pucaa,No,No,5624 SQ FT,Owned,No,Yes
11306,1.82 acre,No,Borewll,No,4.0,No,1.0,No,1.0,No,No,476/1 & 474/1,4.0,1.0,No,No,Yes,No,No,No,No,No,Government Owned,No,Yes,No,No,No,No,No,No,,No,Nil,Yes,No,1.0,4.0,1.0,0.0,Yes,Yes,,No,Pucaa,No,No,97 sq M,Owned,No,Yes
48043,3,No,Well,Yes,45.0,No,21.0,Yes,2.0,Yes,Yes,967/1,54.0,2.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Pvt. Management Handover to Govt.,Yes  Football,No,No,No,No,No,No,No,Scouts & Guides,Yes,Partially,Yes,No,10.0,10.0,56.0,14.0,No,No,School Bus,No,Semi Pucca,No,Yes,1118,Owned,YesNo of books: 2116,Yes
13377,0.33,No,Well,Yes,14.0,No,2.0,No,1.0,Yes,Yes,35/A,7.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,2.0,7.0,6.0,No,Yes,School Bus,No,Pucaa,No,No,27 cent,Owned,YesNo of books: 824,Yes
43020,KERALA,No,Pub Tap & well,Yes,15.0,Yes,2.0,No,4.0,Yes,Yes,277-11,9.0,2.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,Yes,Yes,Yes,No,Yes,,Yes,Fully,Yes,Yes,2.0,6.0,8.0,6.0,Yes,Yes,School Bus,No,Pucaa,No,Yes,19500,Owned,YesNo of books: 4450,Yes
37601,63.25 cent,No,Well,Yes,4.0,No,0.0,No,0.0,Yes,No,70/3,9.0,1.0,No,Yes,Yes,No,Yes,No,No,No,Government Owned,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,1.0,1.0,5.0,5.0,No,Yes,,No,Pucaa,No,No,30*7.70m,Owned,No,Yes
46066,2,No,Public Tap,Yes,11.0,No,4.0,No,2.0,Yes,Yes,189/8,13.0,3.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,No,No,No,No,"NSS,NCC & JRC",No,Partially,Yes,Yes,2.0,6.0,6.0,8.0,Yes,No,,No,Semi Pucca,No,Yes,8400sq,Owned,YesNo of books: 1000,Yes
47205,12cent,No,Public Tap,No,9.0,Yes,3.0,No,1.0,Yes,Yes,37,3.0,1.0,Yes,No,Yes,No,No,No,No,No,Government Owned,Yes  Football / Volleyball / Badminton,Yes,No,Yes,No,No,No,No,,Yes,Partially,Yes,Yes,2.0,2.0,7.0,3.0,No,Yes,,No,Pucaa,No,No,4800,Owned,YesNo of books: 679,Yes
21416,0.33,No,Borewll,Yes,8.0,No,1.0,No,0.0,Yes,No,"171C8 9CENT,171C9 24CENT",4.0,2.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,1.0,2.0,1.0,1.0,No,No,,No,Semi Pucca,No,No,2845 sq ft,Owned,YesNo of books: 825,Yes
32576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
14733,0.28,No,Well,Yes,10.0,No,3.0,No,2.0,Yes,No,80/4,8.0,0.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,No,Yes,No,Yes,No,No,No,No,,Yes,Partially,Yes,No,2.0,3.0,4.0,4.0,No,No,School Bus,No,Pucaa,No,No,297m2,Owned,YesNo of books: 1957,Yes
48421,1.5 Acre,No,Well,Yes,12.0,No,1.0,No,2.0,Yes,No,1127/C,13.0,3.0,No,Yes,Yes,Yes,No,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,No,No,,Yes,Nil,Yes,No,3.0,8.0,7.0,8.0,No,Yes,,No,Pucaa,No,No,542.87 Mtr,Owned,YesNo of books: 1164,Yes
42533,50cent,No,Well,Yes,4.0,No,0.0,No,0.0,No,No,T-16/248,2.0,0.0,Yes,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,Yes,Yes,,No,Semi Pucca,No,No,1600sqft,Owned,YesNo of books: 458,Yes
17415,13.25,No,Well,Yes,4.0,No,1.0,No,1.0,No,No,422/4,5.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,JRC,Yes,Fully,Yes,No,1.0,2.0,2.0,3.0,No,No,,No,Pucaa,No,No,268.26,Owned,YesNo of books: 1600,Yes
20404,06.80aar,No,Well,Yes,4.0,No,0.0,No,1.0,Yes,No,174/4,7.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,2.0,2.0,No,Yes,,No,Pucaa,No,No,347.875M,Owned,YesNo of books: 710,Yes
22079,2.4,No,Borewll,Yes,35.0,No,13.0,Yes,4.0,Yes,Yes,RESURVEY NO 18/10,26.0,3.0,No,Yes,Yes,No,No,Yes,No,Yes,Owned by Manager,Yes  Football / Volleyball,No,No,Yes,Yes,No,No,No,"NSS,NCC ,Scouts & Guides",Yes,Partially,Yes,Yes,6.0,8.0,9.0,5.0,Yes,Yes,,No,Pucaa,No,Yes,1300 M2,Owned,YesNo of books: 4000,Yes
31548,1.2547,No,Others,Yes,4.0,No,2.0,No,0.0,No,No,247/2,3.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Government Owned,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,2.0,2.0,0.0,No,Yes,,No,Pucaa,No,No,240 Sq.M,Owned,YesNo of books: 688,Yes
24071,4,Yes,Well,Yes,30.0,No,27.0,Yes,1.0,Yes,Yes,IX/389,20.0,2.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Owned by Manager,Yes  Badminton,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Fully,Yes,Yes,15.0,69.0,6.0,69.0,Yes,Yes,,No,Pucaa,Yes,Yes,659.36m2,Owned,YesNo of books: 5600,Yes
36374,0.72,No,Well,Yes,7.0,No,1.0,No,1.0,No,No,159/5,2.0,2.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,590 SQm,Owned,No,Yes
26054,3 Acre,No,Public Tap,Yes,29.0,Yes,18.0,Yes,2.0,Yes,Yes,"514,515,516",35.0,6.0,No,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football,No,No,No,Yes,No,Yes,No,,No,Fully,Yes,Yes,3.0,8.0,16.0,0.0,Yes,Yes,,No,Pucaa,No,No,18000,Owned,YesNo of books: 7400,Yes
39436,0.15,No,Well,No,4.0,No,0.0,No,0.0,No,No,10/85,1.0,1.0,No,Yes,Yes,No,No,No,No,No,Donated by well wishers,No,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,1200 sq ft,Owned,No,Yes
18469,1.025,No,Well,Yes,25.0,No,0.0,No,1.0,Yes,No,"118/8,9",17.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,Scouts & Guides,No,Fully,Yes,No,5.0,7.0,7.0,12.0,No,No,,No,Pucaa,No,No,1118sq m,Owned,No,Yes
38736,.70,No,Well,Yes,7.0,No,1.0,No,1.0,Yes,Yes,109/38,5.0,0.0,No,Yes,Yes,No,No,No,No,No,Donated by well wishers,No,Yes,No,No,Yes,No,No,No,,Yes,Fully,Yes,Yes,2.0,3.0,2.0,3.0,Yes,Yes,,No,Pucaa,No,No,2500,Owned,YesNo of books: 1000,Yes
18033,0.9280 Hec.,No,Well,Yes,22.0,Yes,4.0,Yes,2.0,Yes,Yes,8/6 Block 39 Kottakkal,7.0,2.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football,Yes,No,Yes,Yes,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,No,2.0,2.0,16.0,18.0,Yes,Yes,,No,Pucaa,No,No,2162 sq.mt,Owned,YesNo of books: 3000,Yes
15261,5 ACRE,No,Well,No,10.0,No,0.0,No,1.0,Yes,No,FOREST LAND,8.0,0.0,Yes,No,Yes,No,Yes,No,No,No,Government Owned,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,7.0,1.0,0.0,No,Yes,,No,Pucaa,No,Yes,468 m2,Owned,YesNo of books: 2460,Yes
20648,0.24,No,Pub Tap & well,Yes,7.0,No,2.0,No,1.0,No,No,250/3,4.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,No,Fully,Yes,No,2.0,3.0,2.0,3.0,Yes,No,,No,Pucaa,No,No,371.14,Owned,YesNo of books: 600,Yes
21510,1.55 1/2 Acres,No,Public Tap,Yes,9.0,No,1.0,No,0.0,No,No,"620/2,620/4,621/3,622/2",8.0,1.0,No,No,Yes,No,No,No,No,Yes,Government Owned,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,2.0,2.0,2.0,Yes,Yes,School Bus,No,Semi Pucca,No,No,333 Sqmtrs,Owned,YesNo of books: 1150,Yes
47334,2.13,No,Pub Tap & well,Yes,28.0,Yes,1.0,No,1.0,Yes,Yes,unsurvay,5.0,1.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,No,Scouts & Guides,Yes,Partially,Yes,Yes,4.0,5.0,25.0,25.0,Yes,Yes,School Bus,No,Pucaa,Yes,No,1052.88,Owned,YesNo of books: 5483,Yes
26509,1.35,No,Public Tap,Yes,10.0,No,1.0,No,1.0,Yes,No,626,5.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,Scouts & Guides,Yes,Partially,Yes,No,3.0,5.0,10.0,10.0,Yes,Yes,School Bus,No,Pucaa,No,No,478.64 m2,Owned,YesNo of books: 476,Yes
24650,30 cent,No,Well,Yes,6.0,No,1.0,No,1.0,No,No,475/2,3.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,2.0,No,Yes,,No,Pucaa,No,No,30 cent,Owned,No,Yes
