school_code,total_area_acre,solar_power,drinking_water,net_connectivity,total_class_room,multi_media_room,total_smart_class_room,little_kites,total_staff_room,computer_lab,science_lab,survey_number_s,total_no_of_computers_available_in_the_school,total_no_of_printers_available_in_the_school,first_aid_room,public_addressing_system,kitchen,cctv,store_book_stationary,tv_hall,canteen,rainwater_harvesting,land_obtained_for_establishing_school,play_ground,waste_management_system,autism_park,dining_hall,auditorium,indoor_stadium,students_police,music_class_room,activities,agricultural_activity,land_protected_by,toilet,she_toilet,no_of_toilets_for_boys,no_of_toilets_for_girls,no_of_urinals_for_boys,no_of_urinals_for_girls,parking_space,garden,transportation,hostel_facility,building_type,bio_gas,incinerator_facility,building_plinth_area,building_ownership,library,electrification
25802,86.5 cent,No,Pub Tap & well,Yes,14.0,No,1.0,No,0.0,Yes,No,641/6,4.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,2.0,2.0,2.0,2.0,No,Yes,School Bus,No,Pucca & Semi Pucca,No,No,454.19sqrm,Owned,YesNo of books: 1500,Yes
16344,1,No,Well,Yes,14.0,No,6.0,No,1.0,Yes,Yes,50/6.  Re servey39/1,4.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball,No,No,No,No,No,No,No,JRC,Yes,Partially,Yes,No,2.0,2.0,2.0,2.0,No,Yes,School Bus,No,Semi Pucca,No,No,6400sq ft,Owned,YesNo of books: 800,Yes
24294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
29029,2.5 acre,No,Well,Yes,23.0,No,9.0,Yes,2.0,Yes,Yes,116/'59,40.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Donated by well wishers,Yes  Football / Volleyball,Yes,No,Yes,Yes,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,Yes,7.0,16.0,14.0,0.0,Yes,Yes,School Bus,No,Pucaa,No,Yes,11283.00 m,Owned,YesNo of books: 5126,Yes
31520,0.6175,No,Others,Yes,4.0,No,1.0,No,0.0,Yes,No,"326/1,327/1,362/3",4.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,Yes,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,2.0,2.0,No,Yes,,No,Semi Pucca,No,No,7685 sq. m,Owned,YesNo of books: 400,Yes
17055,1.68,No,Borewll,Yes,19.0,Yes,9.0,Yes,1.0,Yes,Yes,20/1A,20.0,2.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,No,7.0,0.0,11.0,0.0,Yes,Yes,,No,Semi Pucca,Yes,No,1519sqM,Owned,YesNo of books: 250,Yes
38520,0.5,No,Well,Yes,4.0,No,0.0,No,1.0,No,No,45/1B,3.0,0.0,No,No,Yes,No,Yes,No,No,Yes,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,285.105,Owned,No,Yes
30025,2 Acre 35 cent,No,Borewll,Yes,12.0,Yes,12.0,No,2.0,Yes,Yes,410,14.0,3.0,No,Yes,Yes,No,Yes,No,No,No,Pvt. Management Handover to Govt.,No,No,No,No,Yes,No,No,No,JRC,Yes,Nil,Yes,Yes,3.0,9.0,10.0,3.0,Yes,Yes,,No,Pucaa,No,Yes,7200 Sq.fe,Owned,YesNo of books: 5000,Yes
37602,20 cent,No,Borewll,No,4.0,No,4.0,No,1.0,Yes,No,266/4,1.0,1.0,No,No,Yes,No,No,No,No,No,Government Owned,No,No,No,No,Yes,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,213.50 m.s,Owned,No,Yes
29070,1.5,No,Borewll,Yes,12.0,Yes,4.0,No,1.0,Yes,Yes,1/1,16.0,2.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Government Owned,No,No,No,Yes,Yes,No,No,No,JRC,Yes,Partially,Yes,Yes,3.0,8.0,11.0,0.0,No,No,School Bus,No,Semi Pucca,No,Yes,1266,Owned,YesNo of books: 900,Yes
20328,1.42acres,No,Well,No,4.0,No,1.0,No,0.0,No,No,52/4,5.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,No,Nil,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Semi Pucca,No,No,119.42M2,Owned,YesNo of books: 768,Yes
24252,53Cent,No,Borewll,Yes,13.0,No,2.0,No,1.0,Yes,Yes,328/14B,6.0,1.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,Yes,No,Yes,Yes,No,No,No,,Yes,Fully,Yes,Yes,2.0,2.0,2.0,2.0,No,Yes,,No,Pucaa,No,Yes,468sqm,Owned,YesNo of books: 2326,Yes
25463,2.5 acre,No,Well,Yes,14.0,Yes,4.0,No,1.0,Yes,Yes,"404/17,20,405,16,28,33,42",12.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,4.0,6.0,16.0,9.0,Yes,Yes,School Bus,No,Pucaa,No,No,7000sq ft,Owned,YesNo of books: 1102,Yes
23058,0.63,No,Well,Yes,54.0,Yes,37.0,Yes,3.0,Yes,Yes,"365,367",30.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,Yes,No,No,No,No,JRC,Yes,Fully,Yes,Yes,5.0,20.0,30.0,26.0,Yes,Yes,School Bus,No,Semi Pucca,No,Yes,21880,Owned,YesNo of books: 4100,Yes
13776,2 Acre,No,Well,Yes,7.0,Yes,0.0,Yes,1.0,Yes,Yes,292  / 1 A,7.0,1.0,Yes,Yes,No,No,Yes,No,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,Yes,,Yes,Partially,Yes,Yes,6.0,11.0,6.0,6.0,Yes,Yes,,No,Pucaa,No,Yes,539.32,Owned,YesNo of books: 1000,Yes
13052,1.88,No,Borewll,Yes,26.0,No,2.0,Yes,2.0,Yes,Yes,126/1,40.0,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,Yes,Yes,No,No,No,Scouts & Guides,Yes,Fully,Yes,Yes,5.0,10.0,25.0,15.0,Yes,Yes,School Bus,No,Pucaa,No,Yes,15000SF,Owned,YesNo of books: 6000,Yes
20409,50 cent,No,Well,Yes,4.0,No,4.0,No,1.0,Yes,No,12/5,7.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Pucaa,No,No,836 sq.ft,Owned,YesNo of books: 1098,Yes
25073,1-ACRE 63-CENT,No,Pub Tap & well,Yes,35.0,Yes,10.0,Yes,2.0,Yes,Yes,291/IR7,31.0,1.0,No,Yes,Yes,No,Yes,No,No,No,Government Owned,Yes  Football,No,No,Yes,No,No,Yes,No,"JRC,NCC ,Scouts & Guides",Yes,Partially,Yes,Yes,9.0,13.0,9.0,0.0,No,Yes,School Bus,No,Pucaa,No,Yes,1243.sq/ft,Owned,YesNo of books: 8000,Yes
25838,50Cent,No,Public Tap,Yes,4.0,No,0.0,No,0.0,No,No,43/2,4.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Semi Pucca,No,No,283,Owned,YesNo of books: 496,Yes
14251,1,No,Well,Yes,8.0,No,0.0,No,1.0,No,Yes,11/11,1.0,0.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,Scouts & Guides,No,Partially,Yes,Yes,2.0,4.0,2.0,4.0,Yes,No,,No,Pucaa,Yes,No,35,Owned,YesNo of books: 1000,Yes
24281,ohectre,No,Well,Yes,8.0,Yes,3.0,No,1.0,Yes,No,0/0,4.0,1.0,No,Yes,No,No,No,No,No,No,Owned by Manager,Yes  Badminton,No,No,No,No,No,No,Yes,,No,Fully,Yes,No,0.0,8.0,0.0,10.0,Yes,Yes,,No,Pucaa,No,No,0sqrft,Owned,YesNo of books: 550,Yes
22065,3,No,Pub Tap & well,Yes,38.0,Yes,1.0,No,2.0,Yes,Yes,262,50.0,7.0,No,Yes,Yes,No,No,No,No,No,Donated by well wishers,No,No,No,No,No,No,No,No,JRC,Yes,Fully,Yes,Yes,7.0,16.0,5.0,0.0,No,Yes,School Bus,No,Pucaa,No,Yes,9500,Owned,YesNo of books: 10970,Yes
23046,2.5,Yes,Well,Yes,32.0,Yes,17.0,Yes,2.0,Yes,Yes,"483,484,486/6,539/2,540,541/1,",69.0,3.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,Yes,No,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,Yes,14.0,23.0,30.0,0.0,Yes,Yes,,No,Semi Pucca,No,Yes,1900 sq.m,Owned,YesNo of books: 4000,Yes
29360,.5,No,Well,Yes,6.0,Yes,1.0,No,1.0,Yes,No,174/1,3.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,7.0,7.0,No,No,,No,Pucaa,No,No,2800sq.ft,Owned,YesNo of books: 800,Yes
24321,50,No,Well,Yes,4.0,No,1.0,No,1.0,No,No,226/19,4.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,48hfh,Owned,YesNo of books: 600,Yes
11469,3,No,Borewll,Yes,34.0,Yes,3.0,No,3.0,Yes,Yes,"299/1A1,299/1A3,299/1A5,300/2",24.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Government Owned,Yes  Football / Volleyball,Yes,No,Yes,Yes,No,No,No,Scouts & Guides,Yes,Partially,Yes,Yes,12.0,16.0,12.0,15.0,Yes,Yes,School Bus,No,Pucaa,No,Yes,1 ACRE,Owned,YesNo of books: 1000,Yes
46042,2.53,No,Well,Yes,5.0,No,5.0,No,1.0,Yes,Yes,123/3,6.0,2.0,No,Yes,Yes,No,No,No,No,No,Government Owned,Yes  Football,No,No,Yes,Yes,No,No,No,,Yes,Partially,Yes,Yes,2.0,8.0,1.0,0.0,No,No,,No,Semi Pucca,Yes,Yes,364 sq.mr,Owned,YesNo of books: 8000,Yes
20452,3.38,No,Well,Yes,18.0,Yes,1.0,No,1.0,Yes,Yes,"22/8,22/7,22/14",13.0,1.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football,Yes,Yes,No,No,No,No,No,,Yes,Fully,Yes,Yes,3.0,4.0,7.0,7.0,Yes,Yes,School Bus,No,Pucaa,No,No,5523,Owned,YesNo of books: 1500,Yes
37035,2.8,No,Well,Yes,15.0,Yes,6.0,Yes,1.0,Yes,Yes,71/1,10.0,1.0,No,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,JRC,No,Partially,Yes,Yes,2.0,5.0,9.0,5.0,Yes,No,,No,Pucaa,No,No,10800,Owned,YesNo of books: 2250,Yes
16642,0.67 cent,No,Well,Yes,5.0,No,0.0,No,1.0,No,No,47/68,2.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Nil,Yes,No,0.0,1.0,1.0,1.0,No,No,,No,Pucaa,No,No,1427 sq ft,Owned,No,Yes
30405,1.5 Acre,No,Borewll,No,9.0,Yes,0.0,No,1.0,Yes,No,184 E,6.0,2.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,2.0,2.0,Yes,Yes,,No,Semi Pucca,No,No,2400 S F,Owned,YesNo of books: 650,Yes
24636,1ACRE 1/2 CENT,No,Borewll,Yes,11.0,No,0.0,No,0.0,No,No,265/3,10.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,2.0,2.0,5.0,5.0,No,Yes,School Bus,No,Pucaa,No,No,727.02Sq.M,Owned,No,Yes
14511,0.264,No,Well,Yes,4.0,No,0.0,No,1.0,No,No,246/9,2.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,2.0,3.0,2.0,No,Yes,,No,Pucaa,No,No,60x18x15,Owned,YesNo of books: 940,Yes
36289,56.1,No,Well,Yes,3.0,Yes,1.0,No,1.0,Yes,No,"203/2,3.4,5,6",3.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,0.0,Yes,Yes,School Bus,No,Pucaa,No,No,224m sq,Owned,No,Yes
38255,2.15,No,Pub Tap & well,Yes,21.0,Yes,5.0,No,1.0,Yes,Yes,"612/c-1,612-d-1,612-e",28.0,1.0,No,No,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Badminton,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Fully,Yes,Yes,7.0,14.0,12.0,28.0,Yes,Yes,,No,Pucaa,No,No,x,Owned,YesNo of books: 2100,Yes
23061,3.10,No,Pub Tap & well,Yes,23.0,No,2.0,No,1.0,Yes,Yes,"747/1,368/3,368/2,737,803/6,80",10.0,1.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football,Yes,No,Yes,Yes,No,No,No,,Yes,Fully,Yes,Yes,2.0,5.0,20.0,5.0,Yes,Yes,,No,Pucaa,Yes,Yes,764.35sq.m,Owned,YesNo of books: 314,Yes
31064,3.5,No,Borewll,Yes,14.0,Yes,9.0,No,1.0,Yes,Yes,123/11,18.0,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Pvt. Management Handover to Govt.,Yes  Football,Yes,No,Yes,Yes,No,No,No,JRC,Yes,Fully,Yes,Yes,3.0,8.0,10.0,0.0,Yes,Yes,,No,Pucaa,No,Yes,2394.798,Owned,YesNo of books: 5180,Yes
16214,15cent,No,Pub Tap & well,Yes,5.0,Yes,1.0,Yes,1.0,Yes,No,4/26/4,2.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,2.0,2.0,No,Yes,,No,Pucaa,No,No,2.8R,Owned,YesNo of books: 2000,Yes
31536,1.5 acre,No,Well,Yes,7.0,No,0.0,No,1.0,Yes,Yes,129/1,1.0,0.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,Yes,Yes,No,No,Yes,,Yes,Fully,Yes,Yes,1.0,1.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,634.5 sqmt,Owned,YesNo of books: 910,Yes
33427,18 cent,No,Others,Yes,4.0,No,1.0,No,1.0,Yes,No,618,6.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Fully,Yes,Yes,2.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,240 sq.ft,Owned,YesNo of books: 628,Yes
45212,15 cent,No,Public Tap,No,4.0,No,0.0,No,0.0,No,No,33/8,1.0,0.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,No,2.0,2.0,2.0,1.0,No,No,,No,Katcha,No,No,1800,Owned,YesNo of books: 350,Yes
26027,1.5 Acre,No,Public Tap,Yes,33.0,Yes,8.0,Yes,1.0,Yes,Yes,"712/2 , 713/17, 714/1",16.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Pvt. Management Handover to Govt.,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,No,Yes,JRC,Yes,Fully,Yes,Yes,3.0,11.0,7.0,0.0,Yes,Yes,,No,Pucaa,No,Yes,26964.134,Owned,YesNo of books: 12500,Yes
21868,1.13,No,Borewll,Yes,8.0,Yes,2.0,No,1.0,Yes,Yes,171/3,5.0,0.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,Yes  Football / Volleyball,No,No,No,No,No,No,No,,No,Partially,Yes,No,10.0,10.0,10.0,10.0,Yes,No,School Bus,No,Pucaa,No,No,6.07*6.09m,Owned,YesNo of books: 1000,Yes
24622,1acre,No,Well,Yes,10.0,No,0.0,No,0.0,No,No,"496/1,496/2",7.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,3.0,3.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,568.54sq.m,Owned,No,Yes
25096,5.5Acre,No,Pub Tap & well,Yes,28.0,Yes,2.0,No,2.0,Yes,Yes,"355/8,360/4,362/1,362/6,364/4",14.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Donated by an Organization,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,No,Yes,JRC,Yes,Fully,Yes,Yes,6.0,12.0,8.0,0.0,Yes,Yes,,No,Pucaa,No,Yes,22807sqft,Owned,YesNo of books: 3254,Yes
23053,3.5 Acre,Yes,Well,Yes,90.0,No,2.0,Yes,3.0,Yes,Yes,"305/4,305/5,304/4,33/2,228/5",40.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,No,No,Scouts & Guides,Yes,Fully,Yes,Yes,10.0,23.0,53.0,48.0,Yes,No,,No,Pucaa,Yes,Yes,3000,Owned,YesNo of books: 2500,Yes
14407,3 cent,No,Public Tap,Yes,4.0,No,0.0,No,1.0,No,No,84/4,1.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Fully,Yes,No,1.0,1.0,2.0,1.0,No,No,,No,Pucaa,No,No,474',Owned,YesNo of books: 500,Yes
37546,0.88,No,Well,Yes,9.0,No,0.0,No,1.0,Yes,No,"333/5 ,335/7",2.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,No,No,No,No,No,No,No,No,,No,Nil,Yes,No,1.0,1.0,1.0,1.0,No,No,School Bus,No,Semi Pucca,No,No,267.36sqm,Owned,No,Yes
16543,25 cent,No,Well,No,4.0,No,1.0,No,1.0,No,No,38/7,6.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,4.0,4.0,No,Yes,,No,Pucaa,No,No,468 sq.m,Owned,No,Yes
31507,56cent,No,Well,No,6.0,No,0.0,No,1.0,No,No,"583/2,583/3",0.0,0.0,No,No,No,No,No,No,No,Yes,Donated by well wishers,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,2.0,1.0,0.0,Yes,No,,No,Semi Pucca,No,No,1904 sq.,Owned,No,Yes
36230,51.17 cent,No,Well,Yes,4.0,No,0.0,No,0.0,No,No,484/11,2.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Donated by well wishers,No,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,0.0,1.0,1.0,No,Yes,,No,Semi Pucca,No,No,"1986  sq,f",Owned,YesNo of books: 443,Yes
17056,0.8,No,Well,Yes,29.0,Yes,12.0,Yes,2.0,Yes,Yes,53/A1,10.0,1.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,Yes,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,Yes,0.0,14.0,0.0,9.0,No,Yes,,No,Pucaa,No,Yes,1776,Owned,YesNo of books: 1500,Yes
21080,4.7,Yes,Well,Yes,100.0,Yes,26.0,Yes,3.0,Yes,Yes,35,53.0,2.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football,No,No,Yes,Yes,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,Yes,25.0,30.0,30.0,60.0,Yes,No,School Bus,No,Pucaa,No,Yes,35400,Owned,YesNo of books: 15241,Yes
36469,1/2,No,Well,Yes,12.0,No,2.0,No,1.0,Yes,Yes,"375/5,378/3,378/4/2,378/4/3",7.0,2.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball,No,No,No,No,No,No,No,Scouts & Guides,Yes,Fully,Yes,No,1.0,1.0,3.0,2.0,Yes,Yes,,No,Pucaa,No,No,5100sqm,Owned,YesNo of books: 2500,Yes
32325,40.30 R,No,Well,No,4.0,No,0.0,No,1.0,No,No,216-10,3.0,1.0,No,No,Yes,No,No,No,No,No,Government Owned,Yes  Football,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,2500sqft,Owned,YesNo of books: 474,Yes
25613,46cent,No,Well,Yes,5.0,No,1.0,No,1.0,Yes,No,163/21,3.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Government Owned,Yes  Badminton,Yes,No,Yes,No,No,No,No,,Yes,Partially,Yes,No,1.0,1.0,1.0,1.0,No,Yes,School Bus,No,Pucaa,No,No,842 m,Owned,YesNo of books: 584,Yes
47645,0.46,Yes,Well,Yes,11.0,No,1.0,No,0.0,Yes,No,22/134,4.0,1.0,No,No,Yes,No,No,No,No,No,Pvt. Management Handover to Govt.,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,3.0,3.0,3.0,3.0,No,No,,No,Pucaa,No,No,531.06 sq,Owned,YesNo of books: 1000,Yes
16753,85 cent,No,Well,Yes,17.0,No,1.0,No,1.0,No,No,145/7,6.0,1.0,No,No,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Badminton,No,No,No,No,No,No,No,Scouts & Guides,Yes,Nil,Yes,No,3.0,3.0,3.0,3.0,No,Yes,School Bus,No,Pucaa,No,No,444.6m2,Owned,YesNo of books: 2000,Yes
21110,0.90,No,Borewll,Yes,13.0,No,1.0,No,2.0,Yes,Yes,"276/4,2",7.0,1.0,No,No,No,No,Yes,No,No,No,Owned by Manager,Yes  Football,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,5.0,3.0,2.0,3.0,Yes,Yes,School Bus,No,Pucca & Semi Pucca,Yes,No,9275sqft,Owned,YesNo of books: 2000,Yes
21638,1.5 Acre,No,Well,Yes,18.0,No,1.0,No,2.0,Yes,No,198/B/6,8.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Fully,Yes,No,3.0,6.0,6.0,6.0,No,Yes,School Bus,No,Pucaa,No,No,10100 sq.f,Owned,YesNo of books: 1800,Yes
36455,1 ACRE 31 CENT,No,Well,Yes,8.0,No,0.0,No,1.0,Yes,No,257/14,1.0,0.0,No,No,Yes,No,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,No,Fully,Yes,Yes,1.0,6.0,1.0,1.0,Yes,Yes,,No,Semi Pucca,No,No,5560,Owned,No,Yes
21702,0.4,No,Well,Yes,5.0,No,1.0,No,0.0,No,No,234/2,6.0,2.0,No,No,Yes,No,No,No,No,No,Government Owned,No,No,No,Yes,No,No,No,No,,No,Fully,Yes,No,3.0,3.0,3.0,3.0,No,Yes,,No,Pucaa,No,No,225Sq.m,Owned,No,Yes
13441,60 cent,No,Well,Yes,5.0,No,1.0,No,0.0,No,No,11/3,5.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Nil,Yes,Yes,1.0,1.0,1.0,2.0,No,No,,No,Pucaa,Yes,No,2606sqft,Owned,YesNo of books: 1000,Yes
20612,24 cent,No,Well,No,11.0,Yes,1.0,No,0.0,Yes,No,213/3,7.0,1.0,No,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,1.0,1.0,No,No,School Bus,No,Pucaa,No,No,115.20 sq.,Owned,No,Yes
25630,2500 sqft,No,Others,Yes,4.0,No,1.0,No,1.0,Yes,No,53/9,3.0,1.0,No,Yes,No,No,No,No,No,No,Owned by Manager,No,Yes,No,No,Yes,No,No,No,,Yes,Fully,Yes,Yes,3.0,3.0,3.0,3.0,No,Yes,School Bus,No,Pucaa,No,Yes,2000,Owned,YesNo of books: 750,Yes
35404,95 cent,No,Public Tap,Yes,4.0,No,1.0,No,0.0,No,No,227/16,1.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,2.0,1.0,2.0,No,Yes,,No,Pucaa,No,No,2500 sq.ft,Owned,No,Yes
35412,83cent,No,Well,No,4.0,No,0.0,No,0.0,No,No,"5949,5950A,5950B",3.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Pucaa,No,No,252.2sq m,Owned,No,Yes
13116,3,No,Well,Yes,15.0,Yes,2.0,Yes,2.0,Yes,Yes,241/12,17.0,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Owned by Manager,Yes  Football,Yes,No,Yes,Yes,No,No,No,,No,Fully,Yes,Yes,6.0,10.0,4.0,6.0,Yes,Yes,School Bus,No,Pucaa,No,No,16000,Owned,YesNo of books: 3500,Yes
35203,.22,No,Borewll,Yes,6.0,No,2.0,No,1.0,Yes,No,624/1,12.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,Yes,No,No,No,No,,No,Fully,Yes,Yes,1.0,3.0,4.0,0.0,No,No,,No,Semi Pucca,No,Yes,493.38 m2,Owned,YesNo of books: 1900,Yes
22050,3.10,No,Borewll,Yes,49.0,Yes,22.0,Yes,2.0,Yes,Yes,"666/1, 504,505",73.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,No,No,No,No,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Fully,Yes,No,16.0,0.0,30.0,0.0,Yes,Yes,,No,Pucaa,No,No,28550 Sqf.,Owned,YesNo of books: 8200,Yes
17007,3.95 Acre,No,Pub Tap & well,Yes,51.0,Yes,20.0,Yes,2.0,Yes,Yes,1525/04,25.0,2.0,No,Yes,Yes,Yes,Yes,No,Yes,No,Government Owned,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,No,JRC,Yes,Fully,Yes,Yes,5.0,5.0,5.0,4.0,Yes,No,,No,Pucaa,Yes,No,4345,Owned,YesNo of books: 10381,Yes
38733,1.14,No,Well,Yes,7.0,No,0.0,Yes,1.0,Yes,No,1111,1.0,0.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Owned by Manager,Yes  Badminton,Yes,No,Yes,No,No,No,No,,Yes,Partially,Yes,Yes,1.0,2.0,2.0,2.0,Yes,No,,No,Pucaa,No,No,3440,Owned,No,Yes
